Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
1.00464E-7,0.000010046,0.000688281,1,0,0
1.3048E-7,0.000034552,0.00089374,0.999816193,0,0
1.79228E-7,0.000065918,0.00122724,0.999632387,0,0
1.91588E-7,0.000104193,0.001311758,0.99944858,0,0
2.28694E-7,0.000250887,0.001565421,0.998805257,0,0
2.95309E-7,0.000524515,0.002020476,0.997886224,0,0
3.60448E-7,0.001012743,0.002465052,0.996507674,0,0
5.45878E-7,0.002531044,0.003728459,0.993474864,0,0
6.75859E-7,0.005059035,0.004612161,0.989706828,0,0
8.11602E-7,0.010076394,0.005533368,0.983549306,0,0
1.15787E-6,0.025082998,0.007875598,0.969488099,0,0
1.64577E-6,0.050160196,0.01115711,0.953037405,0,0
2.39744E-6,0.100202075,0.016170527,0.929785865,0,0
4.06921E-6,0.200222661,0.027140407,0.901295837,0,0
5.44845E-6,0.300056092,0.036008263,0.881812333,0,0
6.60567E-6,0.400478477,0.043324886,0.866464479,0,0.004291845
7.80843E-6,0.500620136,0.050812621,0.853689918,0.001070664,0.008583691
8.69426E-6,0.600055893,0.056252812,0.84266152,0.001070664,0.008583691
9.72888E-6,0.700590939,0.062528334,0.832644058,0.001070664,0.008583691
1.01411E-5,0.750236899,0.065005726,0.828048893,0.001070664,0.008583691
1.06798E-5,0.800161731,0.068223133,0.823637533,0.003211991,0.008583691
1.13937E-5,0.900436932,0.072453251,0.815274331,0.003211991,0.008583691
1.20972E-5,1.000640189,0.076584139,0.807462549,0.004282655,0.008583691
1.27631E-5,1.101212201,0.080460725,0.800018381,0.005353319,0.008583691
1.35148E-5,1.200886725,0.084797262,0.793033729,0.006423983,0.008583691
1.41816E-5,1.300437416,0.088610293,0.78641669,0.006423983,0.008583691
1.472E-5,1.4001692,0.091665952,0.780075361,0.007494647,0.008583691
1.52958E-5,1.500836048,0.09491176,0.773917838,0.00856531,0.008583691
1.68364E-5,1.750362673,0.103481916,0.759672824,0.01391863,0.021459227
1.813E-5,2.000170963,0.110553566,0.74653065,0.017130621,0.021459227
1.95137E-5,2.250543841,0.117995669,0.734307509,0.017130621,0.021459227
2.09998E-5,2.500234778,0.125851035,0.7230034,0.020342612,0.030042918
2.22061E-5,2.750909837,0.132125289,0.712342616,0.021413276,0.030042918
2.37108E-5,3.000917382,0.139825949,0.702325154,0.021413276,0.038626609
2.48474E-5,3.250865735,0.145553368,0.692859112,0.024625268,0.038626609
2.61823E-5,3.501112141,0.15218316,0.683852587,0.026766595,0.038626609
2.76306E-5,3.750805278,0.159260653,0.675305579,0.031049251,0.038626609
2.89643E-5,4.00004796,0.165674082,0.667218087,0.032119914,0.038626609
3.01423E-5,4.251470437,0.171258246,0.659406305,0.032119914,0.038626609
3.11903E-5,4.500168346,0.176163584,0.651962136,0.033190578,0.038626609
3.24456E-5,4.751821902,0.181963568,0.644701774,0.034261242,0.038626609
3.36128E-5,5.003196431,0.18728362,0.637717122,0.03640257,0.038626609
3.48205E-5,5.253096771,0.192715862,0.631008179,0.037473233,0.042918455
3.60882E-5,5.501319668,0.198340207,0.624574947,0.038543897,0.042918455
3.75743E-5,5.751988033,0.204835128,0.618325522,0.039614561,0.0472103
3.92202E-5,6.001555228,0.211906063,0.612351806,0.039614561,0.051502146
4.0454E-5,6.25271175,0.217124958,0.606561897,0.042826552,0.060085837
4.18636E-5,6.500010869,0.223003664,0.601047698,0.04496788,0.060085837
4.33181E-5,6.750995687,0.228977474,0.595625402,0.046038544,0.064377682
4.44996E-5,7.001817796,0.233762852,0.590386913,0.047109208,0.068669528
4.55785E-5,7.254345787,0.238081115,0.585240327,0.051391863,0.072961373
4.66738E-5,7.503826722,0.242415642,0.580277548,0.052462527,0.077253219
4.80074E-5,7.750461196,0.247626728,0.575498575,0.054603854,0.081545064
4.92855E-5,8.00281917,0.252554152,0.570719603,0.056745182,0.08583691
5.0441E-5,8.25214202,0.256953943,0.566124437,0.059957173,0.08583691
5.1654E-5,8.502263423,0.261517207,0.561621175,0.061027837,0.090128755
5.27233E-5,8.752667694,0.265493806,0.557209815,0.063169165,0.090128755
5.39767E-5,9.003383169,0.270100344,0.552890359,0.065310493,0.090128755
5.49712E-5,9.253878859,0.273714745,0.548662807,0.06745182,0.090128755
5.59973E-5,9.503201814,0.277406786,0.544527157,0.071734475,0.094420601
5.68448E-5,9.751559636,0.280427745,0.540483411,0.072805139,0.094420601
5.81187E-5,10.004752279,0.28492167,0.536439665,0.072805139,0.103004292
5.90991E-5,10.251188668,0.288342013,0.532579726,0.076017131,0.107296137
6.07208E-5,10.502616383,0.293928749,0.528719787,0.079229122,0.115879828
6.1673E-5,10.753569818,0.297168201,0.524951751,0.080299786,0.115879828
6.31517E-5,11.003098757,0.302140433,0.521275618,0.08137045,0.115879828
6.41715E-5,11.251252928,0.305528838,0.517691389,0.088865096,0.120171674
6.51451E-5,11.503395715,0.308733317,0.514107159,0.091006424,0.120171674
6.62684E-5,11.753491636,0.312393742,0.510614833,0.096359743,0.120171674
6.73422E-5,12.000577699,0.315856987,0.50721441,0.098501071,0.120171674
6.82578E-5,12.251454933,0.318782323,0.503813988,0.099571734,0.120171674
6.90534E-5,12.505538536,0.321304218,0.500413565,0.100642398,0.120171674
7.02552E-5,12.756063945,0.325078303,0.497105045,0.102783726,0.120171674
7.11378E-5,13.003550589,0.3278234,0.493888429,0.102783726,0.120171674
7.20571E-5,13.254165897,0.330658935,0.490671813,0.105995717,0.128755365
7.29637E-5,13.500552069,0.333432063,0.4875471,0.108137045,0.128755365
7.36699E-5,13.757159893,0.335576347,0.484330484,0.110278373,0.128755365
7.44103E-5,14.001514596,0.33780945,0.481297675,0.1124197,0.13304721
7.54252E-5,14.256387759,0.340846657,0.478172962,0.114561028,0.141630901
7.63182E-5,14.506701149,0.343495771,0.475140153,0.116702355,0.150214592
7.71935E-5,14.752377306,0.346072141,0.472199246,0.118843683,0.150214592
7.82263E-5,15.001198495,0.349086103,0.46925834,0.120985011,0.150214592
7.91227E-5,15.252942528,0.351679344,0.466317434,0.120985011,0.150214592
8.0072E-5,15.507681771,0.354403399,0.463376528,0.123126338,0.150214592
