Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
5.60901E-8,0.000005609,0.000378558,1,0,0
6.99408E-8,0.000012603,0.000471994,0.999908088,0,0
1.07184E-7,0.000033544,0.000723147,0.999724265,0,0
1.24205E-7,0.000056762,0.00083789,0.999540441,0,0
1.3379E-7,0.000109031,0.000902492,0.999172794,0,0
1.77345E-7,0.000264644,0.001195941,0.998253676,0,0
2.18182E-7,0.000520565,0.001470923,0.997058824,0,0
2.93171E-7,0.00100715,0.001975481,0.9953125,0,0
4.19863E-7,0.002506819,0.002826764,0.991544118,0,0
5.26053E-7,0.005047068,0.003539166,0.986672794,0,0
6.30598E-7,0.010034226,0.004239538,0.978768382,0,0
8.9543E-7,0.025070355,0.006009311,0.960753676,0,0
1.2784E-6,0.050055633,0.008557485,0.939430147,0,0
2.59924E-6,0.10020741,0.017246529,0.914246324,0,0
4.24591E-6,0.200179188,0.027868083,0.886948529,0,0
5.65401E-6,0.300140543,0.036770307,0.868198529,0,0
7.18036E-6,0.400172786,0.046237786,0.853768382,0.001071811,0
8.58698E-6,0.50017828,0.054799369,0.842095588,0.001071811,0
9.58354E-6,0.600533954,0.060772564,0.831985294,0.002143623,0
1.07352E-5,0.700032914,0.067582105,0.822977941,0.002143623,0.004273504
1.11524E-5,0.750204216,0.070024892,0.81875,0.002143623,0.004273504
1.15721E-5,0.800236834,0.072469129,0.814705882,0.002143623,0.008547009
1.2396E-5,0.901066509,0.077230169,0.806985294,0.002143623,0.008547009
1.30534E-5,1.000162247,0.080993932,0.799816176,0.002143623,0.012820513
1.37872E-5,1.100781783,0.085159413,0.792922794,0.002143623,0.017094017
1.42503E-5,1.200437234,0.087768516,0.786397059,0.004287245,0.017094017
1.49635E-5,1.301201967,0.091758231,0.780055147,0.004287245,0.021367521
1.54884E-5,1.400222361,0.094672647,0.774080882,0.004287245,0.025641026
1.61291E-5,1.50007808,0.098204213,0.768290441,0.005359057,0.025641026
1.75542E-5,1.750406286,0.105961792,0.754595588,0.010718114,0.02991453
1.88363E-5,2.001713096,0.112827296,0.741911765,0.013933548,0.034188034
2.04772E-5,2.251171622,0.121462403,0.730238971,0.01607717,0.034188034
2.18522E-5,2.500609885,0.128569663,0.719393382,0.01607717,0.042735043
2.29699E-5,2.751827781,0.134262961,0.709099265,0.018220793,0.042735043
2.42974E-5,3.000176268,0.140929007,0.699448529,0.020364416,0.051282051
2.55076E-5,3.251994036,0.146917111,0.690165441,0.021436227,0.051282051
2.67713E-5,3.500020336,0.153081444,0.681433824,0.022508039,0.051282051
2.7798E-5,3.751430987,0.158024297,0.672977941,0.026795284,0.051282051
2.90747E-5,4.002022962,0.164091257,0.664889706,0.027867095,0.055555556
3.04119E-5,4.252753367,0.1703522,0.657169118,0.028938907,0.05982906
3.1745E-5,4.501383179,0.176501837,0.649816176,0.030010718,0.05982906
3.29616E-5,4.7532953,0.182034716,0.642647059,0.030010718,0.05982906
3.40434E-5,5.001108284,0.186892332,0.635845588,0.032154341,0.05982906
3.5208E-5,5.250275008,0.192058185,0.629227941,0.034297964,0.064102564
3.61431E-5,5.503506088,0.196158367,0.622702206,0.035369775,0.064102564
3.71879E-5,5.752868591,0.200690587,0.616452206,0.03965702,0.064102564
3.84663E-5,6.002318617,0.206167477,0.610386029,0.040728832,0.068376068
3.95338E-5,6.252313257,0.210683633,0.604503676,0.041800643,0.068376068
4.07511E-5,6.501292897,0.215771147,0.598805147,0.042872454,0.072649573
4.19866E-5,6.753925806,0.220868036,0.593198529,0.043944266,0.076923077
4.32866E-5,7.001706214,0.226159856,0.587867647,0.046087889,0.081196581
