X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,4.713290237867954E-4,95.88249934563422,0.7608946157463454
5.0,5.0,train,1.5568123114080714E-4,46.858290916377406,0.5124585671985925
6.0,6.0,train,2.488741822513013E-4,78.3130515750956,0.6269095845691636
7.0,7.0,train,1.8502846682522787E-4,58.70074798846696,0.5554074509128586
8.0,8.0,train,1.1832076677528357E-4,30.408547523272297,0.444093091967348
9.0,9.0,train,8.845452466031857E-5,18.858887181774154,0.3739103834118536
10.0,10.0,train,6.225059946272612E-4,97.74338355419943,0.8078014456343582
12.0,12.0,train,2.523248004561669E-4,79.00660622103162,0.6301245586005144
13.0,13.0,train,1.2006318789532006E-4,31.159202601566765,0.44770500492950743
14.0,14.0,train,2.5102995391057986E-4,78.62713318059633,0.6289246535762518
15.0,15.0,train,1.608657607534205E-5,1.493450552184452,0.09797050099408926
16.0,16.0,train,2.3822219905605661E-4,75.83094596573939,0.6166227471182903
17.0,17.0,train,2.7515606586195102E-5,3.6822805905815703,0.15667053821045454
18.0,18.0,train,1.463795627775895E-4,43.03740329956851,0.49705929710237606
19.0,19.0,train,1.1310033129183523E-4,28.530120603357744,0.43298304694143147
20.0,20.0,train,1.9272282761571634E-4,62.051528677330005,0.5654441589260117
21.0,21.0,train,4.2950996700748275E-5,6.9377401198348165,0.22480067201834922
22.0,22.0,train,1.8700405709241E-5,1.9750762028498112,0.1121046854079198
23.0,23.0,train,7.076154448756805E-5,13.159391191670418,0.323299368652714
24.0,24.0,train,8.65699219317982E-6,0.5072286541217579,0.05522147590854529
25.0,25.0,train,1.7301097648420517E-5,1.7059471900732068,0.10459353781578573
26.0,26.0,train,1.97562090291895E-4,63.446512166330706,0.5715277285306619
27.0,27.0,train,1.9080604352130894E-4,61.238479529350315,0.5629864829159826
28.0,28.0,train,3.0223938759712112E-5,4.217509874701403,0.16947794903744234
29.0,29.0,train,1.288360385675081E-4,35.39109590880183,0.4652000152179171
30.0,30.0,train,2.2026344637181327E-4,70.67887576484586,0.5979326169841239
31.0,31.0,train,3.159289477201483E-4,88.91683096111296,0.6808218800617202
32.0,32.0,train,1.8522214734485764E-4,58.77731066243564,0.5556657773516429
33.0,33.0,train,4.565933184006037E-4,95.6283971132425,0.7550679943969294
34.0,34.0,train,2.8946163506069785E-4,85.54469947462353,0.661515883459111
35.0,35.0,train,2.7857234648698937E-4,83.72631407971193,0.6528775191968065
36.0,36.0,train,1.0517549517913359E-4,25.07368765689021,0.41524224299707885
37.0,37.0,train,9.356090090785046E-5,20.450066263114877,0.38713923376557874
38.0,38.0,train,3.266676431383486E-4,89.86657697800692,0.6880411441176445
39.0,39.0,train,3.0828921043488447E-4,88.00472536844475,0.6754791264788522
40.0,40.0,train,2.4950976103017364E-4,78.38973145040498,0.6275059518245524
41.0,41.0,train,1.7616877159413332E-4,55.70793634611376,0.5432606945329488
42.0,42.0,train,1.5147911824749647E-4,45.27632123635223,0.505620223683553
43.0,43.0,train,2.463454139807301E-4,77.76750326898224,0.624517792288369
45.0,45.0,train,2.158262214679775E-4,69.04771171726412,0.5930305063085958
47.0,47.0,train,1.0792173763541688E-4,26.248338262373714,0.42151442102513514
48.0,48.0,train,1.0568529213788344E-4,25.30261234811452,0.4164168347801504
49.0,49.0,train,9.959772246512312E-5,22.955702239484694,0.40207501121886063
50.0,50.0,train,1.6945965953526088E-4,52.94408319110055,0.5336114733345226
51.0,51.0,train,2.1596917581923677E-4,69.09603990111067,0.5931903006901141
52.0,52.0,train,2.2182899062176252E-4,71.20164794925633,0.5996341180400506
53.0,53.0,train,2.649333664733563E-4,81.75455383762805,0.6414153367774619
54.0,54.0,train,2.801423142992084E-4,83.9922456407392,0.6541500613102765
55.0,55.0,train,1.2498288430733956E-4,33.465225191532106,0.45765439612483527
56.0,56.0,train,4.40026263694613E-4,95.39689594203244,0.748168588165859
57.0,57.0,train,2.7881487757503863E-4,83.7644744008324,0.653074714733722
58.0,58.0,train,1.2393590104155976E-4,32.96135285799663,0.4555671620894285
59.0,59.0,train,1.098336345555094E-4,26.96278814938469,0.4258021717338715
60.0,60.0,train,8.036185786670883E-5,15.966360893057288,0.3517339125159715
61.0,61.0,train,1.8194280155266502E-4,57.51297499891054,0.5512509729315944
63.0,63.0,train,2.5257376460071854E-4,79.07485110016886,0.6303543791392862
64.0,64.0,train,1.3706931075345094E-4,38.93475524090304,0.48063987780917683
65.0,65.0,train,2.2980750189969856E-4,73.38811345195771,0.6080865191428828
66.0,66.0,train,1.4824037352176804E-4,43.86489329334126,0.5002172902845093
67.0,67.0,train,3.2321828379243097E-4,89.53506065906295,0.6857581184344267
69.0,69.0,train,3.916423598854828E-4,94.2276361779473,0.7255942523446984
71.0,71.0,train,1.7455190985554662E-4,55.002773673246544,0.5409719809972209
72.0,72.0,train,1.525210650982807E-4,45.66138121095855,0.5073336684851645
73.0,73.0,train,3.8487093428180887E-4,94.04096192928743,0.7221079877126962
74.0,74.0,train,1.6734458119995051E-4,51.852975196817596,0.5304844199586171
75.0,75.0,train,1.9089472869290907E-4,61.269076209939485,0.5631008070958604
76.0,76.0,train,1.2576980997474656E-4,33.82297326249601,0.4592126826114794
77.0,77.0,train,8.197343112621064E-5,16.50736820285116,0.3562745310686085
79.0,79.0,train,2.1462709186084738E-4,68.74015914873826,0.5916851599185023
80.0,80.0,train,1.9088101917841561E-4,61.26485893317185,0.5630831380501395
81.0,81.0,train,2.473206784705294E-4,77.93063827590579,0.6254438534569211
84.0,84.0,train,2.4161370464498324E-4,76.52403595831777,0.6199590102023134
