x,y,species_2 logistic values
1.0,1.0,0.40312356
2.0,2.0,0.48701268
3.0,3.0,0.33388817
4.0,4.0,0.22604509
5.0,5.0,0.11751597
6.0,6.0,0.40216723
7.0,7.0,0.58832544
8.0,8.0,0.5399072
9.0,9.0,0.54983
10.0,10.0,0.6743954
11.0,11.0,0.49560383
12.0,12.0,0.11619538
13.0,13.0,0.10117792
14.0,14.0,0.01925215
15.0,15.0,0.024097728
16.0,16.0,0.38043857
17.0,17.0,0.12319533
18.0,18.0,0.125564
19.0,19.0,0.2590335
20.0,20.0,0.3884358
21.0,21.0,0.015574536
22.0,22.0,0.094823875
23.0,23.0,0.085487254
24.0,24.0,0.13650388
25.0,25.0,0.079548426
26.0,26.0,0.008879056
27.0,27.0,0.41506267
28.0,28.0,0.3854333
29.0,29.0,0.5000148
30.0,30.0,0.03422818
31.0,31.0,0.10328905
32.0,32.0,0.42375827
33.0,33.0,0.50738734
34.0,34.0,0.38950184
35.0,35.0,0.6024929
36.0,36.0,0.22943878
37.0,37.0,0.17580716
38.0,38.0,0.2733778
39.0,39.0,0.21906625
40.0,40.0,0.019611847
41.0,41.0,0.67539746
42.0,42.0,0.6071253
43.0,43.0,0.44616473
44.0,44.0,0.5084748
45.0,45.0,0.6491595
46.0,46.0,0.052025482
47.0,47.0,0.14403275
48.0,48.0,0.08052912
49.0,49.0,0.096908145
50.0,50.0,0.25603464
51.0,51.0,0.24664657
52.0,52.0,0.40445116
53.0,53.0,0.107209854
54.0,54.0,0.043466747
55.0,55.0,0.3608359
56.0,56.0,0.510071
57.0,57.0,0.08734692
58.0,58.0,0.4845191
59.0,59.0,0.3070167
60.0,60.0,0.33283746
61.0,61.0,0.15508954
62.0,62.0,0.43152294
63.0,63.0,0.18829283
64.0,64.0,0.5385628
65.0,65.0,0.7459307
66.0,66.0,0.47814026
67.0,67.0,0.35141498
68.0,68.0,0.19645464
69.0,69.0,0.49983615
70.0,70.0,0.09421408
71.0,71.0,0.5302034
72.0,72.0,0.21590693
73.0,73.0,0.4043335
74.0,74.0,0.017604643
75.0,75.0,0.3250192
76.0,76.0,0.6466131
77.0,77.0,0.42278156
78.0,78.0,0.027723476
79.0,79.0,0.4406739
80.0,80.0,0.010806721
81.0,81.0,0.4025185
82.0,82.0,0.6120639
83.0,83.0,0.30309922
84.0,84.0,0.32943192
85.0,85.0,0.4566243
86.0,86.0,0.34272093
87.0,87.0,0.13029325
88.0,88.0,0.6985187
89.0,89.0,0.020341115
90.0,90.0,0.192405
91.0,91.0,0.04200263
92.0,92.0,0.42170614
93.0,93.0,0.22224951
94.0,94.0,0.35036197
95.0,95.0,0.26935786
96.0,96.0,0.4218767
97.0,97.0,0.19053225
98.0,98.0,0.40566057
99.0,99.0,0.47812736
100.0,100.0,0.19501103
101.0,101.0,0.5839419
102.0,102.0,0.011379755
103.0,103.0,0.14824833
104.0,104.0,0.69253457
105.0,105.0,0.011714368
106.0,106.0,0.025099354
107.0,107.0,0.07512636
108.0,108.0,0.001862864
109.0,109.0,0.7231907
110.0,110.0,0.17723747
111.0,111.0,0.04127355
112.0,112.0,0.014331813
113.0,113.0,0.47072297
114.0,114.0,0.51864326
115.0,115.0,0.041358612
116.0,116.0,0.09627785
117.0,117.0,0.56054723
118.0,118.0,0.13360618
119.0,119.0,0.20987847
120.0,120.0,0.5923351
121.0,121.0,0.23304273
122.0,122.0,0.38775137
123.0,123.0,0.41418827
124.0,124.0,0.13366683
125.0,125.0,0.0107719945
126.0,126.0,0.34209275
127.0,127.0,0.3478187
128.0,128.0,0.63224536
129.0,129.0,0.014160939
130.0,130.0,0.11218272
131.0,131.0,0.39822516
132.0,132.0,0.2589247
133.0,133.0,0.0781492
134.0,134.0,0.5591557
135.0,135.0,0.31093198
136.0,136.0,0.51060426
137.0,137.0,0.46417764
138.0,138.0,0.8079362
139.0,139.0,0.52150154
140.0,140.0,0.037936043
141.0,141.0,0.009516025
142.0,142.0,0.40735793
143.0,143.0,0.005598556
144.0,144.0,0.06436342
145.0,145.0,0.32201555
146.0,146.0,0.4260305
147.0,147.0,0.006749588
148.0,148.0,0.09137889
