X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,4.2995160598139454E-4,96.01707679550987,0.746175909015944
2.0,2.0,train,1.6611232506533757E-4,52.00687955270294,0.5317849456468122
3.0,3.0,train,9.101556789649373E-5,19.183007980804096,0.3835937514337948
4.0,4.0,train,3.197763829610878E-4,90.02067721192618,0.6861689709287246
5.0,5.0,train,1.0317463017651823E-4,23.559651313098755,0.41364197469303005
6.0,6.0,train,2.2842932144040453E-4,74.81420183925135,0.6096578158533268
8.0,8.0,train,1.27363490069471E-4,34.25655247707992,0.46547810580223936
9.0,9.0,train,7.587290069053875E-5,14.111339996309145,0.34157278958023146
10.0,10.0,train,6.066902349484022E-4,98.32762664402419,0.8057559559257883
11.0,11.0,train,1.141412418391496E-4,28.252127818847633,0.4383364818364478
12.0,12.0,train,3.943183679665382E-4,94.99294760526973,0.7294444676642249
13.0,13.0,train,1.2808643481949513E-4,34.58554206575891,0.4668866774776043
16.0,16.0,train,2.636374312628465E-4,83.26233172268468,0.6431866252143342
17.0,17.0,train,1.567245353339185E-5,1.6530609625665333,0.09678678870000831
20.0,20.0,train,1.8092924091475684E-4,58.444883455897504,0.5529885943548105
21.0,21.0,train,4.3928794232223334E-5,6.405814590011306,0.23098055167044768
22.0,22.0,train,1.733695236745596E-5,1.9848275744821071,0.10597670215413901
23.0,23.0,train,7.101543507996612E-5,12.496067815146441,0.32685249317639703
24.0,24.0,train,8.701297138428766E-6,0.5794010796181726,0.05615317622070274
26.0,26.0,train,2.005905332195201E-4,66.10010745392347,0.5783278796032907
30.0,30.0,train,2.1633240717542894E-4,71.56065070956788,0.5966349314865328
31.0,31.0,train,3.13731951880226E-4,89.41859982362037,0.6820450944438522
32.0,32.0,train,1.7907318293547894E-4,57.753291277430364,0.5504383121273391
34.0,34.0,train,2.765997837170132E-4,85.31509691032954,0.6541245149414469
35.0,35.0,train,2.4513787493612803E-4,79.10062750798231,0.6263215086497852
36.0,36.0,train,1.0419241700150468E-4,23.93293598590259,0.41602485850655024
37.0,37.0,train,4.4448301451936925E-5,6.498906567045062,0.23307548563972558
38.0,38.0,train,3.432256498150354E-4,92.26432201446727,0.7012034879690342
39.0,39.0,train,2.8489622471386067E-4,86.41160116473888,0.6607800323961541
42.0,42.0,train,1.572252366869781E-4,48.270714128826036,0.5180737845986046
43.0,43.0,train,2.2987463584720657E-4,75.39409546585493,0.6111577427173633
44.0,44.0,train,1.912878040676122E-4,62.757510871702664,0.5667065396067861
45.0,45.0,train,1.9478974620004572E-4,63.97590201968566,0.5711557150832607
46.0,46.0,train,1.623330110342407E-4,50.636494733947,0.5260506631908082
47.0,47.0,train,1.1398212965823091E-4,28.16874841950035,0.4379930740639419
