X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,4.329169576394529E-4,95.00997597197824,0.7463613077693204
2.0,2.0,train,1.5395180362187783E-4,46.94554337671383,0.5113462245740586
3.0,3.0,train,9.933655843115451E-5,22.24447114515784,0.40305950372640015
4.0,4.0,train,2.5045244068204063E-4,79.67483282582344,0.6299546217968768
5.0,5.0,train,9.47711274788559E-5,20.711225889979826,0.3917928920335047
6.0,6.0,train,2.5596952922572204E-4,80.70439759058821,0.6350194379767314
7.0,7.0,train,2.0495462965951263E-4,67.02391773675726,0.5821344578383002
9.0,9.0,train,8.3227406375565E-5,17.07393399272827,0.3613129275426623
11.0,11.0,train,1.1682170381215709E-4,29.00750777515208,0.44260460399747936
13.0,13.0,train,1.0171939273279406E-4,23.01130373543047,0.40877568752223886
14.0,14.0,train,1.8419212117917413E-4,60.33365054617619,0.5559478416970648
15.0,15.0,train,2.133484090082714E-5,2.441932732281784,0.1266503955291399
16.0,16.0,train,2.9608237838747134E-4,86.43589028550879,0.6680526957307543
17.0,17.0,train,2.518924773803588E-5,3.292563687461633,0.14618648870670337
18.0,18.0,train,1.6698196792289908E-4,52.67246484612671,0.5316174888278001
19.0,19.0,train,9.494682130165866E-5,20.76058710271875,0.39223433353496356
20.0,20.0,train,1.6402533975233663E-4,51.40782733097377,0.5271667262704465
22.0,22.0,train,1.4579394625638806E-5,1.273566387429807,0.09016370755226712
24.0,24.0,train,1.246907550214787E-5,0.9711974126966642,0.07813250869246255
25.0,25.0,train,1.7524882524035696E-5,1.7199280178242113,0.1064406532677096
27.0,27.0,train,1.798627437725581E-4,58.755464694445585,0.5500684157259516
28.0,28.0,train,3.8607212053875624E-5,6.202537127243934,0.20787079634458602
29.0,29.0,train,1.7183452466159466E-4,55.05724441474394,0.5387434403281041
31.0,31.0,train,2.8342320148110994E-4,84.76988859480389,0.6582925089524144
32.0,32.0,train,1.660687579476635E-4,52.29646652949149,0.5302517567943236
33.0,33.0,train,3.835924541698503E-4,93.27952995908437,0.7227880746791564
34.0,34.0,train,3.6320176136915805E-4,92.27268079386586,0.7117116394227182
35.0,35.0,train,3.032284781945664E-4,87.19946282047847,0.6733200164496582
36.0,36.0,train,1.3191795965372853E-4,36.20503579327758,0.4727603253648744
37.0,37.0,train,7.913782509356469E-5,15.940828761406035,0.3497687276854695
38.0,38.0,train,3.66196111068522E-4,92.52818494332195,0.7133933255478766
40.0,40.0,train,2.17313439600267E-4,71.18128044316411,0.5963052878458526
41.0,41.0,train,1.4331563942430184E-4,41.833665653849316,0.4934510164376498
43.0,43.0,train,2.3226510557795984E-4,74.98473698406777,0.6122150121332653
44.0,44.0,train,2.217410896391034E-4,72.43371309694804,0.6011510689726765
46.0,46.0,train,1.687692312739839E-4,53.497181756847674,0.5342675429263353
47.0,47.0,train,1.1941126710173545E-4,30.139457927735858,0.4480201487121585
49.0,49.0,train,1.3226196429622325E-4,36.45489261172931,0.47340951922684193
52.0,52.0,train,2.2731271978762915E-4,73.6276720125581,0.6070860209131499
53.0,53.0,train,2.4066377062338388E-4,77.3800105961691,0.6206137088992248
54.0,54.0,train,2.869516814218294E-4,85.28150776590559,0.6610701808587839
55.0,55.0,train,1.0560685274589984E-4,24.363192536010047,0.4178699452083688
57.0,57.0,train,3.139258668638834E-4,88.02352258683314,0.6808997929547983
58.0,58.0,train,1.0845406646367567E-4,25.59099089938891,0.4243551504744478
60.0,60.0,train,7.572700244911158E-5,15.002619876849684,0.3398164914644804
61.0,61.0,train,1.9206318782566775E-4,63.22326776920822,0.5662524994953269
62.0,62.0,train,2.8663402273695947E-4,85.23476954057347,0.6608219663031465
63.0,63.0,train,2.1562947780321304E-4,70.66352972061026,0.5944312481074168
64.0,64.0,train,1.129360678703531E-4,27.461081277572287,0.4342762551828243
65.0,65.0,train,1.964045378968341E-4,64.47458381856747,0.5717340616265917
66.0,66.0,train,1.7232615604944365E-4,55.26219588160962,0.5394533201431727
67.0,67.0,train,3.4587354153330205E-4,91.16521886689199,0.7015785926911918
68.0,68.0,train,3.166232452363423E-4,88.27887885455758,0.6827558511617574
69.0,69.0,train,4.3382447995400533E-4,95.02947707102128,0.7467575295753359
70.0,70.0,train,1.5183404224522885E-4,46.00878278204624,0.5078846458623948
71.0,71.0,train,2.0258148059160394E-4,66.30543435870513,0.5792987308586605
72.0,72.0,train,1.6748534257485597E-4,52.964072948981055,0.532366910522264
73.0,73.0,train,4.8157620975801456E-4,96.22912369306938,0.765992210161586
74.0,74.0,train,1.654266457688771E-4,51.96747932017736,0.5292866806665548
77.0,77.0,train,6.752356622689027E-5,12.767699745021194,0.31458498956734493
78.0,78.0,train,1.0137306632115616E-4,22.904349506804067,0.4079516935111912
79.0,79.0,train,2.496122382654537E-4,79.4235602771622,0.6291709365177987
80.0,80.0,train,2.23406365552342E-4,72.8677113097982,0.6029436376614873
81.0,81.0,train,2.7338084333653417E-4,83.16787401973093,0.6501318807901559
82.0,82.0,train,2.541937328697928E-4,80.4448647138023,0.6334044133752025
83.0,83.0,train,2.2551763003884635E-4,73.22663501207666,0.6051932536042472
84.0,84.0,train,2.339751508802487E-4,75.54838524646463,0.6139550771162177
85.0,85.0,train,2.2292742258117103E-4,72.74337044897447,0.6024297373627311
86.0,86.0,train,2.3520581047964002E-4,76.00979553857402,0.6151977088834081
87.0,87.0,train,4.7967564924198E-5,8.143944668907144,0.24587741285674292
88.0,88.0,train,1.7235742729798198E-4,55.27513439121395,0.5394983996374014
90.0,90.0,train,9.53516040482157E-5,20.89254669462605,0.39324894020477186
91.0,91.0,train,1.4038173427592391E-4,40.38657548922432,0.4882817677957936
94.0,94.0,train,9.248626631545879E-5,19.993236801870566,0.38599308447297437
