x,y,species avg
2068.0,2068.0,0.20308599
2069.0,2069.0,0.0087724645
2070.0,2070.0,0.40666604
2071.0,2071.0,0.1065977
2072.0,2072.0,0.12064933
2073.0,2073.0,0.114192486
2074.0,2074.0,0.021974992
2075.0,2075.0,0.41343886
2076.0,2076.0,0.59653425
2077.0,2077.0,0.3957579
2078.0,2078.0,0.51747304
2079.0,2079.0,0.4698645
2080.0,2080.0,0.24368091
2081.0,2081.0,0.42035452
2082.0,2082.0,0.58435124
2083.0,2083.0,0.5830102
2084.0,2084.0,0.55288637
2085.0,2085.0,0.3121444
2086.0,2086.0,0.17216599
2087.0,2087.0,0.08060049
2088.0,2088.0,0.01805311
2089.0,2089.0,0.16569956
2090.0,2090.0,0.14245091
2091.0,2091.0,0.44620585
2092.0,2092.0,0.42026493
2093.0,2093.0,0.16708806
2094.0,2094.0,0.27521527
2095.0,2095.0,0.28155646
2096.0,2096.0,0.0046462617
2097.0,2097.0,0.1714024
2098.0,2098.0,0.4210726
2099.0,2099.0,0.21494298
2100.0,2100.0,0.5250432
2101.0,2101.0,0.22773409
2102.0,2102.0,0.2515411
2103.0,2103.0,0.27504566
2104.0,2104.0,0.29409012
2105.0,2105.0,0.3693355
2106.0,2106.0,0.20659049
2107.0,2107.0,0.64606756
2108.0,2108.0,0.5044234
2109.0,2109.0,0.177087
2110.0,2110.0,0.52273375
2111.0,2111.0,0.32154074
2112.0,2112.0,0.30144092
2113.0,2113.0,0.5898768
2114.0,2114.0,0.50714153
2115.0,2115.0,0.004332329
2116.0,2116.0,0.18723468
2117.0,2117.0,0.50658065
2118.0,2118.0,0.046626493
2119.0,2119.0,0.47385183
2120.0,2120.0,0.0071080215
2121.0,2121.0,0.02766938
2122.0,2122.0,0.074967414
2123.0,2123.0,0.029670008
2124.0,2124.0,0.10283483
2125.0,2125.0,0.1669113
2126.0,2126.0,0.33517054
2127.0,2127.0,0.08403246
2128.0,2128.0,0.2118829
2129.0,2129.0,0.22821711
2130.0,2130.0,0.4059137
2131.0,2131.0,0.40881595
2132.0,2132.0,0.05160313
2133.0,2133.0,0.58750767
2134.0,2134.0,0.52181256
2135.0,2135.0,0.030718734
2136.0,2136.0,0.44187203
2137.0,2137.0,0.44359997
2138.0,2138.0,0.4178981
2139.0,2139.0,0.28052416
2140.0,2140.0,0.12973426
2141.0,2141.0,0.62240005
2142.0,2142.0,0.5863053
2143.0,2143.0,0.604619
2144.0,2144.0,0.14000268
2145.0,2145.0,0.4519783
2146.0,2146.0,0.4977561
2147.0,2147.0,0.20926835
2148.0,2148.0,0.5304573
2149.0,2149.0,0.5865789
2150.0,2150.0,0.38043603
2151.0,2151.0,0.33846468
2152.0,2152.0,0.1262126
2153.0,2153.0,0.18177006
2154.0,2154.0,0.049747955
2155.0,2155.0,0.48542747
2156.0,2156.0,0.27475327
2157.0,2157.0,0.051050913
2158.0,2158.0,0.5222126
2159.0,2159.0,0.39629054
2160.0,2160.0,0.52078706
2161.0,2161.0,0.40206042
2162.0,2162.0,0.016754251
2163.0,2163.0,0.25909203
2164.0,2164.0,0.6413784
2165.0,2165.0,0.5662697
2166.0,2166.0,0.07588807
2167.0,2167.0,0.0015515964
2168.0,2168.0,0.20160396
2169.0,2169.0,0.23498438
2170.0,2170.0,0.004127005
2171.0,2171.0,0.42129323
2172.0,2172.0,0.008555649
2173.0,2173.0,0.023300122
2174.0,2174.0,0.37939957
2175.0,2175.0,0.52425313
2176.0,2176.0,0.5980019
2177.0,2177.0,0.52938616
2178.0,2178.0,0.6890719
2179.0,2179.0,0.64888424
2180.0,2180.0,0.5743484
2181.0,2181.0,0.10303302
2182.0,2182.0,0.0055533615
2183.0,2183.0,0.011704079
2184.0,2184.0,0.0080097215
2185.0,2185.0,0.23677857
2186.0,2186.0,0.040856946
2187.0,2187.0,0.30592853
2188.0,2188.0,0.63451284
2189.0,2189.0,0.0064056083
2190.0,2190.0,0.16969474
2191.0,2191.0,0.033105556
2192.0,2192.0,0.19955423
2193.0,2193.0,0.40345588
2194.0,2194.0,0.2152887
2195.0,2195.0,0.008535082
2196.0,2196.0,0.1696961
2197.0,2197.0,0.57335997
2198.0,2198.0,0.12003037
2199.0,2199.0,0.15055124
2200.0,2200.0,0.2103417
2201.0,2201.0,0.3083791
2202.0,2202.0,0.16931783
2203.0,2203.0,0.14202039
2204.0,2204.0,0.51655716
2205.0,2205.0,0.20736492
2206.0,2206.0,0.4954559
2207.0,2207.0,0.5645292
2208.0,2208.0,0.12354818
2209.0,2209.0,0.005923278
2210.0,2210.0,0.013879968
2211.0,2211.0,0.46625653
2212.0,2212.0,0.43135387
2213.0,2213.0,0.049815148
2214.0,2214.0,0.15289384
2215.0,2215.0,0.012813693
2216.0,2216.0,0.11058355
2217.0,2217.0,0.08717992
2218.0,2218.0,0.14842962
2219.0,2219.0,0.38867384
2220.0,2220.0,0.34877962
2221.0,2221.0,0.46883994
2222.0,2222.0,0.30316833
2223.0,2223.0,0.068400525
2224.0,2224.0,0.30064476
2225.0,2225.0,0.5540898
2226.0,2226.0,0.010110969
2227.0,2227.0,0.059065536
2228.0,2228.0,0.4473134
2229.0,2229.0,0.532288
2230.0,2230.0,0.22328894
2231.0,2231.0,0.31737995
2232.0,2232.0,0.32630035
2233.0,2233.0,0.5990111
2234.0,2234.0,0.12711473
2235.0,2235.0,0.05886359
2236.0,2236.0,0.15576454
2237.0,2237.0,0.036387164
2238.0,2238.0,0.5947085
2239.0,2239.0,0.03013018
2240.0,2240.0,0.2589957
2241.0,2241.0,0.43193668
2242.0,2242.0,0.5372126
2243.0,2243.0,0.3924726
2244.0,2244.0,0.13247515
2245.0,2245.0,0.37344587
2246.0,2246.0,0.21451557
2247.0,2247.0,0.46801943
2248.0,2248.0,0.2594157
2249.0,2249.0,0.0028232243
2250.0,2250.0,0.5461963
2251.0,2251.0,0.47175044
2252.0,2252.0,0.37982413
2253.0,2253.0,0.5542906
2254.0,2254.0,0.06805766
2255.0,2255.0,0.5177222
2256.0,2256.0,0.015151482
2257.0,2257.0,0.6016561
2258.0,2258.0,0.5571845
2259.0,2259.0,0.35313237
2260.0,2260.0,0.07557094
2261.0,2261.0,0.27594826
2262.0,2262.0,0.5290397
2263.0,2263.0,0.14247797
2264.0,2264.0,0.44597077
2265.0,2265.0,0.35301164
2266.0,2266.0,0.123748235
2267.0,2267.0,0.55379313
2268.0,2268.0,0.50291413
2269.0,2269.0,0.26169562
2270.0,2270.0,0.1785466
2271.0,2271.0,0.55787957
2272.0,2272.0,0.074257076
2273.0,2273.0,0.24888974
2274.0,2274.0,0.3035293
2275.0,2275.0,0.07400932
2276.0,2276.0,0.4875978
2277.0,2277.0,0.3525292
2278.0,2278.0,0.13762452
2279.0,2279.0,0.37809518
2280.0,2280.0,0.154641
2281.0,2281.0,0.2679361
2282.0,2282.0,0.13045451
2283.0,2283.0,0.14384668
2284.0,2284.0,0.46536693
2285.0,2285.0,0.008808654
2286.0,2286.0,0.020413708
2287.0,2287.0,0.22683261
2288.0,2288.0,0.0054882113
2289.0,2289.0,0.70327044
2290.0,2290.0,0.23378368
2291.0,2291.0,0.06784872
2292.0,2292.0,0.5126941
2293.0,2293.0,0.60777366
2294.0,2294.0,0.42345393
2295.0,2295.0,0.26024872
2296.0,2296.0,0.17361473
2297.0,2297.0,0.41422305
2298.0,2298.0,0.5272418
2299.0,2299.0,0.6509658
2300.0,2300.0,0.078913055
2301.0,2301.0,0.2922552
2302.0,2302.0,0.4168836
2303.0,2303.0,0.13241304
2304.0,2304.0,0.37296373
2305.0,2305.0,0.021346342
2306.0,2306.0,0.030105036
2307.0,2307.0,0.3763232
2308.0,2308.0,0.31895643
2309.0,2309.0,0.44991934
2310.0,2310.0,0.012532162
2311.0,2311.0,0.32327008
2312.0,2312.0,0.085813634
2313.0,2313.0,0.2736707
2314.0,2314.0,0.10261838
2315.0,2315.0,0.35313413
2316.0,2316.0,0.013257547
2317.0,2317.0,0.39980578
2318.0,2318.0,0.095141634
2319.0,2319.0,0.28276947
2320.0,2320.0,0.03716456
2321.0,2321.0,0.5561045
2322.0,2322.0,0.06941737
2323.0,2323.0,0.5345962
2324.0,2324.0,0.034499507
2325.0,2325.0,0.020516656
2326.0,2326.0,0.04298788
2327.0,2327.0,0.47487992
2328.0,2328.0,0.28059837
2329.0,2329.0,0.09552101
2330.0,2330.0,0.005811097
2331.0,2331.0,0.18648079
2332.0,2332.0,0.49082944
2333.0,2333.0,0.01991641
2334.0,2334.0,0.38254428
2335.0,2335.0,0.43549764
2336.0,2336.0,0.13360465
2337.0,2337.0,0.17945254
2338.0,2338.0,0.15454203
2339.0,2339.0,0.45838827
2340.0,2340.0,0.47860798
2341.0,2341.0,0.50525594
2342.0,2342.0,0.3362234
2343.0,2343.0,0.38445717
2344.0,2344.0,0.57593626
2345.0,2345.0,0.020651124
2346.0,2346.0,0.28763515
2347.0,2347.0,0.17481309
2348.0,2348.0,0.323325
2349.0,2349.0,0.51289153
2350.0,2350.0,0.38726026
2351.0,2351.0,0.52820057
2352.0,2352.0,0.457641
2353.0,2353.0,0.029339407
2354.0,2354.0,0.06865888
2355.0,2355.0,0.49872905
2356.0,2356.0,0.42278323
2357.0,2357.0,0.57129765
2358.0,2358.0,0.43308306
2359.0,2359.0,0.20549585
2360.0,2360.0,0.0029549494
2361.0,2361.0,0.5093734
2362.0,2362.0,0.61751854
2363.0,2363.0,0.21769676
2364.0,2364.0,0.528006
2365.0,2365.0,0.18340434
2366.0,2366.0,0.062019117
2367.0,2367.0,0.012354579
2368.0,2368.0,0.49799043
2369.0,2369.0,0.2928052
2370.0,2370.0,0.412487
2371.0,2371.0,0.10289
2372.0,2372.0,0.09772711
2373.0,2373.0,0.58196133
2374.0,2374.0,0.32156926
2375.0,2375.0,0.02503761
2376.0,2376.0,0.30557272
2377.0,2377.0,0.32602277
2378.0,2378.0,0.18365309
2379.0,2379.0,0.4961688
2380.0,2380.0,0.013468315
2381.0,2381.0,0.0011428697
2382.0,2382.0,0.312774
2383.0,2383.0,0.5958485
2384.0,2384.0,0.43728453
2385.0,2385.0,0.10131308
2386.0,2386.0,0.4950791
2387.0,2387.0,0.53157604
2388.0,2388.0,0.16510324
2389.0,2389.0,0.33777648
2390.0,2390.0,0.52724
2391.0,2391.0,0.17619419
2392.0,2392.0,0.24120958
2393.0,2393.0,0.42899495
2394.0,2394.0,0.36437133
2395.0,2395.0,0.4597226
2396.0,2396.0,0.07775899
2397.0,2397.0,0.5671216
2398.0,2398.0,0.009788025
2399.0,2399.0,0.029615263
2400.0,2400.0,0.26036018
2401.0,2401.0,0.052638676
2402.0,2402.0,0.56365836
2403.0,2403.0,0.13391921
2404.0,2404.0,0.5100953
2405.0,2405.0,0.3946585
2406.0,2406.0,0.45834887
2407.0,2407.0,0.32111531
2408.0,2408.0,0.15769549
2409.0,2409.0,0.50462496
2410.0,2410.0,0.3672615
2411.0,2411.0,0.4148948
2412.0,2412.0,0.51543385
2413.0,2413.0,0.3572634
2414.0,2414.0,0.21596143
2415.0,2415.0,0.53730375
2416.0,2416.0,0.30985546
2417.0,2417.0,0.5467902
2418.0,2418.0,0.44338745
2419.0,2419.0,0.052713484
2420.0,2420.0,0.18568668
2421.0,2421.0,0.28923786
2422.0,2422.0,0.011248416
2423.0,2423.0,0.25395787
2424.0,2424.0,0.11942338
2425.0,2425.0,0.5364439
2426.0,2426.0,0.18032669
2427.0,2427.0,0.104660824
2428.0,2428.0,0.023680795
2429.0,2429.0,0.111962445
2430.0,2430.0,0.4100428
2431.0,2431.0,0.05328781
2432.0,2432.0,0.17352322
2433.0,2433.0,0.29200682
2434.0,2434.0,0.0049924836
2435.0,2435.0,0.14479019
2436.0,2436.0,0.18076907
2437.0,2437.0,0.35881564
2438.0,2438.0,0.2290152
2439.0,2439.0,0.074157454
2440.0,2440.0,0.052709132
2441.0,2441.0,0.41814443
2442.0,2442.0,0.048204504
2443.0,2443.0,0.14098941
2444.0,2444.0,0.044711377
2445.0,2445.0,0.14973587
2446.0,2446.0,0.57657576
2447.0,2447.0,0.39505422
2448.0,2448.0,0.009849488
2449.0,2449.0,0.37492138
2450.0,2450.0,0.6752206
2451.0,2451.0,0.0069295536
2452.0,2452.0,0.06502793
2453.0,2453.0,0.38349816
2454.0,2454.0,0.32552394
2455.0,2455.0,0.32996562
2456.0,2456.0,0.4635507
2457.0,2457.0,0.24412943
2458.0,2458.0,0.11369161
2459.0,2459.0,0.15203312
2460.0,2460.0,0.20334995
2461.0,2461.0,0.61481255
2462.0,2462.0,0.0050700214
2463.0,2463.0,0.5786735
2464.0,2464.0,0.008464454
2465.0,2465.0,0.22946225
2466.0,2466.0,0.017281372
2467.0,2467.0,0.31929925
2468.0,2468.0,0.100304835
2469.0,2469.0,0.5854419
2470.0,2470.0,0.3524448
2471.0,2471.0,0.020916065
2472.0,2472.0,0.3937976
2473.0,2473.0,0.2864294
2474.0,2474.0,0.39203325
2475.0,2475.0,0.006783508
2476.0,2476.0,0.33310023
2477.0,2477.0,0.33016488
2478.0,2478.0,0.1420129
2479.0,2479.0,0.4241175
2480.0,2480.0,0.3818866
2481.0,2481.0,0.46024978
2482.0,2482.0,0.44352615
2483.0,2483.0,0.024242677
2484.0,2484.0,0.3407257
2485.0,2485.0,0.14244989
2486.0,2486.0,0.017317468
2487.0,2487.0,0.6015022
2488.0,2488.0,0.5852241
2489.0,2489.0,0.14373429
2490.0,2490.0,0.33379182
2491.0,2491.0,0.34009436
2492.0,2492.0,0.0958779
2493.0,2493.0,0.3882131
2494.0,2494.0,0.5831327
2495.0,2495.0,0.12649028
2496.0,2496.0,0.013335509
2497.0,2497.0,0.5842249
2498.0,2498.0,0.30743268
2499.0,2499.0,0.5640984
2500.0,2500.0,0.28993163
2501.0,2501.0,0.46881592
2502.0,2502.0,0.029969718
2503.0,2503.0,0.5463066
2504.0,2504.0,0.39627606
2505.0,2505.0,0.045794476
2506.0,2506.0,0.3320582
2507.0,2507.0,0.13127138
2508.0,2508.0,0.18399808
2509.0,2509.0,0.037661
2510.0,2510.0,0.015201317
2511.0,2511.0,0.0453857
2512.0,2512.0,0.00157526
2513.0,2513.0,0.040856257
2514.0,2514.0,0.45898518
2515.0,2515.0,0.14347695
2516.0,2516.0,0.0050972975
2517.0,2517.0,0.19322185
2518.0,2518.0,0.41856816
2519.0,2519.0,0.14338762
2520.0,2520.0,0.18547736
2521.0,2521.0,0.6098877
2522.0,2522.0,0.024686323
2523.0,2523.0,0.028563691
2524.0,2524.0,0.62153345
2525.0,2525.0,0.25290835
2526.0,2526.0,0.15906647
2527.0,2527.0,0.16583864
2528.0,2528.0,0.5508346
2529.0,2529.0,0.41532585
2530.0,2530.0,0.4415393
2531.0,2531.0,0.028900938
2532.0,2532.0,0.4536059
2533.0,2533.0,0.045985993
2534.0,2534.0,0.60228187
2535.0,2535.0,0.4903728
2536.0,2536.0,0.29498664
2537.0,2537.0,0.5388549
2538.0,2538.0,0.03150422
2539.0,2539.0,0.20559983
2540.0,2540.0,0.43308645
2541.0,2541.0,0.15777078
2542.0,2542.0,0.7006376
2543.0,2543.0,0.486565
2544.0,2544.0,0.14168254
2545.0,2545.0,0.47971484
2546.0,2546.0,0.57646906
2547.0,2547.0,0.35025024
2548.0,2548.0,0.57682574
2549.0,2549.0,0.13680302
2550.0,2550.0,0.5693945
2551.0,2551.0,0.4767594
2552.0,2552.0,0.5028384
2553.0,2553.0,0.54428625
2554.0,2554.0,0.009358047
2555.0,2555.0,0.05030494
2556.0,2556.0,0.2558282
2557.0,2557.0,0.39905575
2558.0,2558.0,0.04177737
2559.0,2559.0,0.0062254993
2560.0,2560.0,0.4088894
2561.0,2561.0,0.3032603
2562.0,2562.0,0.0050997576
2563.0,2563.0,0.1947595
2564.0,2564.0,0.54605186
2565.0,2565.0,0.19380727
2566.0,2566.0,0.27475893
2567.0,2567.0,0.19396183
2568.0,2568.0,0.28527373
2569.0,2569.0,0.094111934
2570.0,2570.0,0.45564878
2571.0,2571.0,0.16632085
2572.0,2572.0,0.34628308
2573.0,2573.0,0.51583666
2574.0,2574.0,0.1300161
2575.0,2575.0,0.37195548
2576.0,2576.0,0.24811952
2577.0,2577.0,0.43544602
2578.0,2578.0,0.5363529
2579.0,2579.0,0.21230635
2580.0,2580.0,0.5659204
2581.0,2581.0,0.21696748
2582.0,2582.0,0.15156661
2583.0,2583.0,0.417431
2584.0,2584.0,0.5570058
2585.0,2585.0,0.6251994
2586.0,2586.0,0.0135298325
2587.0,2587.0,0.445857
2588.0,2588.0,0.54687214
2589.0,2589.0,0.3620787
2590.0,2590.0,0.116407245
2591.0,2591.0,0.019693594
2592.0,2592.0,0.5457146
2593.0,2593.0,0.20763637
2594.0,2594.0,0.089009516
2595.0,2595.0,0.20992725
2596.0,2596.0,0.5449424
2597.0,2597.0,0.10945851
2598.0,2598.0,0.17992342
2599.0,2599.0,0.17036702
2600.0,2600.0,0.14939703
2601.0,2601.0,0.109639354
2602.0,2602.0,0.5329152
2603.0,2603.0,0.10831458
2604.0,2604.0,0.5616474
2605.0,2605.0,0.5369784
2606.0,2606.0,0.009203316
2607.0,2607.0,0.011193609
2608.0,2608.0,0.20437703
2609.0,2609.0,0.13654523
2610.0,2610.0,0.09775402
2611.0,2611.0,0.22737052
2612.0,2612.0,0.52298474
2613.0,2613.0,0.07490556
2614.0,2614.0,0.26991612
2615.0,2615.0,0.01971164
2616.0,2616.0,0.020234147
2617.0,2617.0,0.11632161
2618.0,2618.0,0.44309705
2619.0,2619.0,0.5501072
2620.0,2620.0,0.55948985
2621.0,2621.0,0.58712655
2622.0,2622.0,0.54392564
2623.0,2623.0,0.5310391
2624.0,2624.0,0.4258267
2625.0,2625.0,0.101528265
2626.0,2626.0,0.09353698
2627.0,2627.0,0.03970917
2628.0,2628.0,0.3690591
2629.0,2629.0,0.15088001
2630.0,2630.0,0.12842555
2631.0,2631.0,0.009825917
2632.0,2632.0,0.30942914
2633.0,2633.0,0.011213328
2634.0,2634.0,0.18013424
2635.0,2635.0,0.40376037
2636.0,2636.0,0.39661214
2637.0,2637.0,0.45838705
2638.0,2638.0,0.52986586
2639.0,2639.0,0.036189996
2640.0,2640.0,0.07180515
2641.0,2641.0,0.61130667
2642.0,2642.0,0.14644113
2643.0,2643.0,0.30717662
2644.0,2644.0,0.3481904
2645.0,2645.0,0.28512505
2646.0,2646.0,0.57279396
2647.0,2647.0,0.31613368
2648.0,2648.0,0.36954296
2649.0,2649.0,0.5524479
2650.0,2650.0,0.18215919
2651.0,2651.0,0.50449395
2652.0,2652.0,0.2894977
2653.0,2653.0,0.11817849
2654.0,2654.0,0.70441943
2655.0,2655.0,0.07539828
2656.0,2656.0,0.5475313
2657.0,2657.0,0.19257756
2658.0,2658.0,0.3936669
2659.0,2659.0,0.20275277
2660.0,2660.0,0.48285642
2661.0,2661.0,0.3191059
2662.0,2662.0,0.3266498
2663.0,2663.0,0.15973824
2664.0,2664.0,0.03862555
2665.0,2665.0,0.46345085
2666.0,2666.0,0.009121859
2667.0,2667.0,0.0811551
2668.0,2668.0,0.0990272
2669.0,2669.0,0.06657141
2670.0,2670.0,0.3887684
2671.0,2671.0,0.5743826
2672.0,2672.0,0.018119756
2673.0,2673.0,0.13518651
2674.0,2674.0,0.5374482
2675.0,2675.0,0.10539172
2676.0,2676.0,0.38478678
2677.0,2677.0,0.60044974
2678.0,2678.0,0.13273528
2679.0,2679.0,0.32867417
2680.0,2680.0,0.28588203
2681.0,2681.0,0.27359122
2682.0,2682.0,0.65619016
2683.0,2683.0,0.14384678
2684.0,2684.0,0.36794257
2685.0,2685.0,0.31592852
2686.0,2686.0,0.22184539
2687.0,2687.0,0.45036563
2688.0,2688.0,0.004521916
2689.0,2689.0,0.5562784
2690.0,2690.0,0.080230966
2691.0,2691.0,0.30005082
2692.0,2692.0,0.276202
2693.0,2693.0,0.4518323
2694.0,2694.0,0.4407599
2695.0,2695.0,0.49330026
2696.0,2696.0,0.38921493
2697.0,2697.0,0.46956816
2698.0,2698.0,0.25730988
2699.0,2699.0,0.14930302
2700.0,2700.0,0.30861315
2701.0,2701.0,0.47398478
2702.0,2702.0,0.13724452
2703.0,2703.0,0.69053096
2704.0,2704.0,0.48039216
2705.0,2705.0,0.3727489
2706.0,2706.0,0.010380399
2707.0,2707.0,0.04252033
2708.0,2708.0,0.09184726
2709.0,2709.0,0.03782981
2710.0,2710.0,0.66776896
2711.0,2711.0,0.32830948
2712.0,2712.0,0.3996081
2713.0,2713.0,0.5851417
2714.0,2714.0,0.109319225
2715.0,2715.0,0.03456277
2716.0,2716.0,0.07904355
2717.0,2717.0,0.16933325
2718.0,2718.0,0.019413786
2719.0,2719.0,0.096256725
2720.0,2720.0,0.04182952
2721.0,2721.0,0.009011883
2722.0,2722.0,0.004710403
2723.0,2723.0,0.6951011
2724.0,2724.0,0.09077116
2725.0,2725.0,0.009135926
2726.0,2726.0,0.035933293
2727.0,2727.0,0.17393284
2728.0,2728.0,0.41601813
2729.0,2729.0,0.26866037
2730.0,2730.0,0.016176138
2731.0,2731.0,0.13246325
2732.0,2732.0,0.14161567
2733.0,2733.0,0.004999346
2734.0,2734.0,0.27446342
2735.0,2735.0,0.49890873
2736.0,2736.0,0.08813501
2737.0,2737.0,0.41001272
2738.0,2738.0,0.31355467
2739.0,2739.0,0.17531702
2740.0,2740.0,0.5789877
2741.0,2741.0,0.084361
2742.0,2742.0,0.68529844
2743.0,2743.0,0.27363318
2744.0,2744.0,0.52803427
2745.0,2745.0,0.40100443
2746.0,2746.0,0.07329754
2747.0,2747.0,0.10828917
2748.0,2748.0,0.3161103
2749.0,2749.0,0.006867511
2750.0,2750.0,0.74417436
2751.0,2751.0,0.17438628
2752.0,2752.0,0.22552904
2753.0,2753.0,0.40483811
2754.0,2754.0,0.6745874
2755.0,2755.0,0.40260985
2756.0,2756.0,0.08937927
2757.0,2757.0,0.38744646
2758.0,2758.0,0.2426437
2759.0,2759.0,0.14772438
2760.0,2760.0,0.5274232
2761.0,2761.0,0.6089315
2762.0,2762.0,0.15554675
2763.0,2763.0,0.24850309
2764.0,2764.0,0.13777134
2765.0,2765.0,0.63205624
2766.0,2766.0,0.26520944
2767.0,2767.0,0.18160748
2768.0,2768.0,0.3902431
2769.0,2769.0,0.27011532
2770.0,2770.0,0.0915723
2771.0,2771.0,0.24790895
2772.0,2772.0,0.10772791
2773.0,2773.0,0.29551035
2774.0,2774.0,0.51746964
2775.0,2775.0,0.15340231
2776.0,2776.0,0.1609826
2777.0,2777.0,0.319324
2778.0,2778.0,0.5865993
2779.0,2779.0,0.39447168
2780.0,2780.0,0.6032792
2781.0,2781.0,0.12873003
2782.0,2782.0,0.31493774
2783.0,2783.0,0.015448408
2784.0,2784.0,0.069681674
2785.0,2785.0,0.22166854
2786.0,2786.0,0.61978173
2787.0,2787.0,0.47830576
2788.0,2788.0,0.40892136
2789.0,2789.0,0.09219526
2790.0,2790.0,0.54743415
2791.0,2791.0,0.01674753
2792.0,2792.0,0.019664565
2793.0,2793.0,0.33836877
2794.0,2794.0,0.042329714
2795.0,2795.0,0.6193598
2796.0,2796.0,0.2541047
2797.0,2797.0,0.014009362
2798.0,2798.0,0.19095829
2799.0,2799.0,0.56363714
2800.0,2800.0,0.008357032
2801.0,2801.0,0.48272616
2802.0,2802.0,0.40074033
2803.0,2803.0,0.014590499
2804.0,2804.0,0.14165907
2805.0,2805.0,0.64032817
2806.0,2806.0,0.37859532
2807.0,2807.0,0.028233325
2808.0,2808.0,0.17119695
2809.0,2809.0,0.009576756
2810.0,2810.0,0.21286616
2811.0,2811.0,0.028061975
2812.0,2812.0,0.03129537
2813.0,2813.0,0.4962959
2814.0,2814.0,0.6693923
2815.0,2815.0,0.0062311753
2816.0,2816.0,0.34192076
2817.0,2817.0,0.013475492
2818.0,2818.0,0.001236661
2819.0,2819.0,0.12336615
2820.0,2820.0,0.54632735
2821.0,2821.0,0.35578433
2822.0,2822.0,0.10550427
2823.0,2823.0,0.012371189
2824.0,2824.0,0.43672007
2825.0,2825.0,0.12286734
2826.0,2826.0,0.17351231
2827.0,2827.0,0.40415752
2828.0,2828.0,0.030962914
2829.0,2829.0,0.5482761
2830.0,2830.0,0.36078268
2831.0,2831.0,0.4462537
2832.0,2832.0,0.49728513
2833.0,2833.0,0.24389715
2834.0,2834.0,0.1315664
2835.0,2835.0,0.12140651
2836.0,2836.0,0.009602658
2837.0,2837.0,0.04749378
2838.0,2838.0,0.17613393
2839.0,2839.0,0.07879774
2840.0,2840.0,0.0772383
2841.0,2841.0,0.0143381
2842.0,2842.0,0.040024467
2843.0,2843.0,0.09482182
2844.0,2844.0,0.20173608
2845.0,2845.0,0.085692994
2846.0,2846.0,0.10139544
2847.0,2847.0,0.40183166
2848.0,2848.0,0.19267768
2849.0,2849.0,0.58078355
2850.0,2850.0,0.011114073
2851.0,2851.0,0.572882
2852.0,2852.0,0.33839825
2853.0,2853.0,0.5167898
2854.0,2854.0,0.0062182597
2855.0,2855.0,0.073684014
2856.0,2856.0,0.6242688
2857.0,2857.0,0.020809151
2858.0,2858.0,0.43495247
2859.0,2859.0,0.22978643
2860.0,2860.0,0.029328592
2861.0,2861.0,0.0051733106
2862.0,2862.0,0.11754557
2863.0,2863.0,0.039293997
2864.0,2864.0,0.30324408
2865.0,2865.0,0.3914952
2866.0,2866.0,0.4986009
2867.0,2867.0,0.2899947
2868.0,2868.0,0.014051697
2869.0,2869.0,0.3531934
2870.0,2870.0,0.014138831
2871.0,2871.0,0.26190847
2872.0,2872.0,0.18941024
2873.0,2873.0,0.07883322
2874.0,2874.0,0.33639392
2875.0,2875.0,0.11148586
2876.0,2876.0,0.48631597
2877.0,2877.0,0.031586356
2878.0,2878.0,0.531946
2879.0,2879.0,0.4958366
2880.0,2880.0,0.10073503
2881.0,2881.0,0.12333523
2882.0,2882.0,0.22431146
2883.0,2883.0,0.13876098
2884.0,2884.0,0.19167432
2885.0,2885.0,0.019906942
2886.0,2886.0,0.49672014
2887.0,2887.0,0.38755015
2888.0,2888.0,0.0488692
2889.0,2889.0,0.13861592
2890.0,2890.0,0.33915636
2891.0,2891.0,0.140293
2892.0,2892.0,0.07551959
2893.0,2893.0,0.3804745
2894.0,2894.0,0.37742594
2895.0,2895.0,0.49836892
2896.0,2896.0,0.11663027
2897.0,2897.0,0.0048753684
2898.0,2898.0,0.5096453
2899.0,2899.0,0.00988125
2900.0,2900.0,0.13746765
2901.0,2901.0,0.002750209
2902.0,2902.0,0.6754447
2903.0,2903.0,0.009228934
2904.0,2904.0,0.37274924
2905.0,2905.0,0.016061869
2906.0,2906.0,0.206052
2907.0,2907.0,0.010983729
2908.0,2908.0,0.16820724
2909.0,2909.0,0.16571055
2910.0,2910.0,0.44848958
2911.0,2911.0,0.013749711
2912.0,2912.0,0.25082305
2913.0,2913.0,0.004891038
2914.0,2914.0,0.4459506
2915.0,2915.0,0.27289024
2916.0,2916.0,0.352139
2917.0,2917.0,0.005993842
2918.0,2918.0,0.26371914
2919.0,2919.0,0.30498868
2920.0,2920.0,0.043373074
2921.0,2921.0,0.4550653
2922.0,2922.0,0.19332087
2923.0,2923.0,0.12680988
2924.0,2924.0,0.5787261
2925.0,2925.0,0.34170464
2926.0,2926.0,0.18795651
2927.0,2927.0,0.20763282
2928.0,2928.0,0.55973977
2929.0,2929.0,0.5843402
2930.0,2930.0,0.12806045
2931.0,2931.0,0.37269443
2932.0,2932.0,0.42530292
2933.0,2933.0,0.46202528
2934.0,2934.0,0.17880508
2935.0,2935.0,0.084806055
2936.0,2936.0,0.57711655
2937.0,2937.0,0.1977892
2938.0,2938.0,0.42525658
2939.0,2939.0,0.63036907
2940.0,2940.0,0.54107714
2941.0,2941.0,0.5615091
