x,y,species_4 logistic values
354.0,354.0,0.2382805
355.0,355.0,0.038209856
356.0,356.0,0.0028780198
357.0,357.0,0.6228503
358.0,358.0,0.24879749
359.0,359.0,0.5499942
360.0,360.0,0.14316459
361.0,361.0,0.0065931436
362.0,362.0,0.1378995
363.0,363.0,0.124994665
364.0,364.0,0.6837539
365.0,365.0,0.5395955
366.0,366.0,0.1784413
367.0,367.0,0.049193174
368.0,368.0,0.48772678
369.0,369.0,0.111896865
370.0,370.0,0.019793542
371.0,371.0,0.6003263
372.0,372.0,0.5475433
373.0,373.0,0.54343516
374.0,374.0,0.031033587
375.0,375.0,0.5091616
376.0,376.0,0.36210322
377.0,377.0,0.12924868
378.0,378.0,0.4373878
379.0,379.0,0.6325652
380.0,380.0,0.253494
381.0,381.0,0.6438425
382.0,382.0,0.060536597
383.0,383.0,0.4831406
384.0,384.0,0.14284004
385.0,385.0,0.6001816
386.0,386.0,0.5131898
387.0,387.0,0.55662525
388.0,388.0,0.55888397
389.0,389.0,0.10529118
390.0,390.0,0.2752984
391.0,391.0,0.05849323
392.0,392.0,0.48446319
393.0,393.0,0.010804143
394.0,394.0,0.23613845
395.0,395.0,0.6034269
396.0,396.0,0.6278052
397.0,397.0,0.43370882
398.0,398.0,0.63532585
399.0,399.0,0.50729847
400.0,400.0,0.51722777
401.0,401.0,0.034030717
402.0,402.0,0.6441112
403.0,403.0,0.0073189987
404.0,404.0,0.15525918
405.0,405.0,0.026437247
406.0,406.0,0.5576486
407.0,407.0,0.3553688
408.0,408.0,0.35369432
409.0,409.0,0.25715917
410.0,410.0,0.020102829
411.0,411.0,0.2939051
412.0,412.0,0.19550687
413.0,413.0,0.043722034
414.0,414.0,0.2254237
415.0,415.0,0.100939706
416.0,416.0,0.52576035
417.0,417.0,0.26172075
418.0,418.0,0.41100204
419.0,419.0,0.0071380385
420.0,420.0,0.56751883
421.0,421.0,0.14583956
422.0,422.0,0.0021059092
423.0,423.0,0.56874734
424.0,424.0,0.5357168
425.0,425.0,0.05366446
426.0,426.0,0.029763352
427.0,427.0,0.34059945
428.0,428.0,0.4983894
429.0,429.0,0.30437517
430.0,430.0,0.21343812
431.0,431.0,0.46834323
432.0,432.0,0.124680005
433.0,433.0,0.6335513
434.0,434.0,0.062249828
435.0,435.0,0.23097815
436.0,436.0,0.5900723
437.0,437.0,0.3538616
438.0,438.0,0.0426595
439.0,439.0,0.6293091
440.0,440.0,0.211192
441.0,441.0,0.09678187
442.0,442.0,0.52598435
443.0,443.0,0.61330026
444.0,444.0,0.5092987
445.0,445.0,0.6584905
446.0,446.0,0.07312659
447.0,447.0,0.1538555
448.0,448.0,0.030128147
449.0,449.0,0.36438704
450.0,450.0,0.5283117
451.0,451.0,0.1616942
452.0,452.0,0.02450995
453.0,453.0,0.5071335
454.0,454.0,0.3881832
455.0,455.0,0.52242327
456.0,456.0,0.22525123
457.0,457.0,0.5411847
458.0,458.0,0.6146657
459.0,459.0,0.21487303
460.0,460.0,0.39686155
461.0,461.0,0.25788888
462.0,462.0,0.53614485
463.0,463.0,0.19829024
464.0,464.0,0.07066608
465.0,465.0,0.05576266
466.0,466.0,0.4270212
467.0,467.0,0.1454373
468.0,468.0,0.25439993
469.0,469.0,0.46711725
470.0,470.0,0.38076195
471.0,471.0,0.20647123
472.0,472.0,0.5320352
473.0,473.0,0.4192573
474.0,474.0,0.33268338
475.0,475.0,0.39400375
476.0,476.0,0.056957465
477.0,477.0,0.49955094
478.0,478.0,0.10756375
479.0,479.0,0.2255597
480.0,480.0,0.13573545
481.0,481.0,0.24613623
482.0,482.0,0.49288115
483.0,483.0,0.111939445
484.0,484.0,0.05079284
485.0,485.0,0.3711053
486.0,486.0,0.52032256
487.0,487.0,0.1533911
488.0,488.0,0.018238418
489.0,489.0,0.13616028
490.0,490.0,0.022035092
491.0,491.0,0.6249185
492.0,492.0,0.49150577
493.0,493.0,0.3943942
494.0,494.0,0.09380254
495.0,495.0,0.49183244
496.0,496.0,0.21341512
497.0,497.0,0.33951586
498.0,498.0,0.36777243
499.0,499.0,0.52404135
500.0,500.0,0.0752184
501.0,501.0,0.53230226
502.0,502.0,0.50367486
503.0,503.0,0.4313754
504.0,504.0,0.40428457
505.0,505.0,0.55498534
506.0,506.0,0.12624696
507.0,507.0,0.08505031
508.0,508.0,0.4156469
509.0,509.0,0.4702731
510.0,510.0,0.05895657
511.0,511.0,0.62332433
512.0,512.0,0.436369
513.0,513.0,0.12687597
514.0,514.0,0.49479914
515.0,515.0,0.58669907
516.0,516.0,0.008788381
517.0,517.0,0.6657488
518.0,518.0,0.46024477
519.0,519.0,0.005357981
520.0,520.0,0.11392853
521.0,521.0,0.425655
522.0,522.0,0.12161816
523.0,523.0,0.20801
524.0,524.0,0.49434963
525.0,525.0,0.5124059
526.0,526.0,0.51280785
527.0,527.0,0.08497865
528.0,528.0,0.019578706
529.0,529.0,0.18051024
530.0,530.0,0.30684713
531.0,531.0,0.04752265
532.0,532.0,0.20803277
533.0,533.0,0.2738778
534.0,534.0,0.5401088
535.0,535.0,0.03942964
536.0,536.0,0.2380903
537.0,537.0,0.4619681
538.0,538.0,0.33506408
539.0,539.0,0.628575
540.0,540.0,0.5746012
541.0,541.0,0.3578814
542.0,542.0,0.49660185
543.0,543.0,0.50559056
544.0,544.0,0.40978387
545.0,545.0,0.47192818
546.0,546.0,0.41121763
547.0,547.0,0.16177101
548.0,548.0,0.19412847
549.0,549.0,0.35083315
550.0,550.0,0.4583693
551.0,551.0,0.10906479
552.0,552.0,0.50715554
553.0,553.0,0.6005008
554.0,554.0,0.2584789
555.0,555.0,0.01255825
556.0,556.0,0.083782755
557.0,557.0,0.3499593
558.0,558.0,0.25911814
559.0,559.0,0.6498881
560.0,560.0,0.002035142
561.0,561.0,0.4090098
562.0,562.0,0.41655213
563.0,563.0,0.53705066
564.0,564.0,0.4108606
565.0,565.0,0.61253375
566.0,566.0,0.36639258
567.0,567.0,0.10524983
568.0,568.0,0.0062193475
569.0,569.0,0.0010033933
570.0,570.0,0.24199885
571.0,571.0,0.003457404
572.0,572.0,0.7320583
573.0,573.0,0.4658466
574.0,574.0,0.5912509
575.0,575.0,0.11401211
576.0,576.0,0.5863016
577.0,577.0,0.007307508
578.0,578.0,0.041636966
579.0,579.0,0.057649177
580.0,580.0,0.348574
581.0,581.0,0.3995548
582.0,582.0,0.010113684
583.0,583.0,0.0035086635
584.0,584.0,0.46920234
585.0,585.0,0.6053989
586.0,586.0,0.43441167
587.0,587.0,0.09214878
588.0,588.0,0.22074248
589.0,589.0,0.03638495
590.0,590.0,0.41777188
591.0,591.0,0.44913778
592.0,592.0,0.59648204
593.0,593.0,0.01700761
594.0,594.0,0.02022274
595.0,595.0,0.097858466
596.0,596.0,0.5457535
597.0,597.0,0.023434607
598.0,598.0,0.72362936
599.0,599.0,0.003002996
600.0,600.0,0.24884538
601.0,601.0,0.31229073
602.0,602.0,0.3519651
603.0,603.0,0.50896895
604.0,604.0,0.51298827
605.0,605.0,0.11525186
606.0,606.0,0.14512657
607.0,607.0,0.05421492
608.0,608.0,0.7058528
609.0,609.0,0.44352773
610.0,610.0,0.036374036
611.0,611.0,0.009483217
612.0,612.0,0.0056495275
613.0,613.0,0.54581857
614.0,614.0,0.34376007
615.0,615.0,0.014098411
616.0,616.0,0.005497866
617.0,617.0,0.20935968
618.0,618.0,0.25279066
619.0,619.0,0.43544856
620.0,620.0,0.064647265
621.0,621.0,0.00390631
622.0,622.0,0.3003018
623.0,623.0,0.650773
624.0,624.0,0.13426521
625.0,625.0,0.023222985
626.0,626.0,0.2962828
627.0,627.0,0.65165097
628.0,628.0,0.036589313
629.0,629.0,0.39359915
630.0,630.0,0.301301
631.0,631.0,0.6998185
632.0,632.0,0.4145133
633.0,633.0,0.13452801
634.0,634.0,0.49311408
635.0,635.0,0.72784287
636.0,636.0,0.09876421
637.0,637.0,0.028623192
638.0,638.0,0.18122771
639.0,639.0,0.55633885
640.0,640.0,0.2892324
641.0,641.0,0.11659861
642.0,642.0,0.38371503
643.0,643.0,0.0055763717
644.0,644.0,0.44863805
645.0,645.0,0.52762026
646.0,646.0,0.4675349
647.0,647.0,0.500214
648.0,648.0,0.21334945
649.0,649.0,0.37711772
650.0,650.0,0.5471988
651.0,651.0,0.21846536
652.0,652.0,0.39381889
653.0,653.0,0.007590034
654.0,654.0,0.26405162
655.0,655.0,0.2269725
656.0,656.0,0.31505057
657.0,657.0,0.15467536
658.0,658.0,0.04209737
659.0,659.0,0.61516225
660.0,660.0,0.10202245
661.0,661.0,0.0069795656
662.0,662.0,0.062813774
663.0,663.0,0.6147575
664.0,664.0,0.025024785
665.0,665.0,0.23995951
666.0,666.0,0.6025422
667.0,667.0,0.40419784
668.0,668.0,0.38120645
669.0,669.0,0.3426011
670.0,670.0,0.011194358
671.0,671.0,0.13151146
672.0,672.0,0.34707797
673.0,673.0,0.0051077856
674.0,674.0,0.28202376
675.0,675.0,0.087874345
676.0,676.0,0.14127234
677.0,677.0,0.0067340927
678.0,678.0,0.2846123
679.0,679.0,0.28808495
680.0,680.0,0.05829592
681.0,681.0,0.18447484
682.0,682.0,0.21477686
683.0,683.0,0.62781215
684.0,684.0,0.07295719
685.0,685.0,0.2893663
686.0,686.0,0.26506367
687.0,687.0,0.4199686
688.0,688.0,0.40149394
689.0,689.0,0.109384924
690.0,690.0,0.007776206
691.0,691.0,0.18649459
692.0,692.0,0.016517559
693.0,693.0,0.11122105
694.0,694.0,0.10819314
695.0,695.0,0.67766035
696.0,696.0,0.2744455
697.0,697.0,0.10581991
698.0,698.0,0.57118976
699.0,699.0,0.0072083827
700.0,700.0,0.11171201
701.0,701.0,0.4797371
702.0,702.0,0.044486344
703.0,703.0,0.14693718
704.0,704.0,0.32683015
705.0,705.0,0.40856746
706.0,706.0,0.028040182
707.0,707.0,0.009591748
708.0,708.0,0.0049396614
709.0,709.0,0.057149865
710.0,710.0,0.42201716
711.0,711.0,0.020623814
712.0,712.0,0.03639366
713.0,713.0,0.11529069
714.0,714.0,0.70316106
715.0,715.0,0.18535416
716.0,716.0,0.15576886
717.0,717.0,0.0094347615
718.0,718.0,0.10916088
719.0,719.0,0.011274876
720.0,720.0,0.12368381
721.0,721.0,0.1987021
722.0,722.0,0.50364256
723.0,723.0,0.43225855
724.0,724.0,0.0075621433
725.0,725.0,0.2875697
726.0,726.0,0.5380653
727.0,727.0,0.58119017
728.0,728.0,0.5690912
729.0,729.0,0.29002523
730.0,730.0,0.36893138
731.0,731.0,0.009573753
732.0,732.0,0.6172768
733.0,733.0,0.11078046
734.0,734.0,0.39520776
735.0,735.0,0.6531858
736.0,736.0,0.4601807
737.0,737.0,0.4417966
738.0,738.0,0.09648311
739.0,739.0,0.5090518
740.0,740.0,0.09637767
741.0,741.0,0.0055792215
742.0,742.0,0.33917847
743.0,743.0,0.45132792
744.0,744.0,0.5050519
745.0,745.0,0.20148066
746.0,746.0,0.23465718
747.0,747.0,0.46795964
748.0,748.0,0.09050257
749.0,749.0,0.0031461446
750.0,750.0,0.14790201
751.0,751.0,0.5320137
752.0,752.0,0.47822252
753.0,753.0,0.014606482
754.0,754.0,0.0152152255
755.0,755.0,0.5330174
756.0,756.0,0.011497288
757.0,757.0,0.39486852
758.0,758.0,0.5208319
759.0,759.0,0.022006305
760.0,760.0,0.060722306
761.0,761.0,0.1845955
762.0,762.0,0.5841535
763.0,763.0,0.12523267
764.0,764.0,0.23497215
765.0,765.0,0.22963473
766.0,766.0,0.47394314
767.0,767.0,0.09021456
768.0,768.0,0.36638352
769.0,769.0,0.5834517
770.0,770.0,0.12063197
771.0,771.0,0.30625418
772.0,772.0,0.4326665
773.0,773.0,0.30614817
774.0,774.0,0.46095327
775.0,775.0,0.2027004
776.0,776.0,0.080122255
777.0,777.0,0.48848963
778.0,778.0,0.56451815
779.0,779.0,0.046621107
780.0,780.0,0.23215447
781.0,781.0,0.009089869
782.0,782.0,0.63601345
783.0,783.0,0.5374805
784.0,784.0,0.59946686
785.0,785.0,0.071153715
786.0,786.0,0.6712401
787.0,787.0,0.36893448
788.0,788.0,0.23847431
789.0,789.0,0.15549509
790.0,790.0,0.13246922
791.0,791.0,0.63538045
792.0,792.0,0.2068874
793.0,793.0,0.4551151
794.0,794.0,0.13856556
795.0,795.0,0.0052552335
796.0,796.0,0.5570369
797.0,797.0,0.0017575393
798.0,798.0,0.44622293
799.0,799.0,0.1281247
800.0,800.0,0.004237264
801.0,801.0,0.39369744
802.0,802.0,0.037611235
803.0,803.0,0.3344082
804.0,804.0,0.031256434
805.0,805.0,0.52556914
806.0,806.0,0.41557446
807.0,807.0,0.008491659
808.0,808.0,0.12147448
809.0,809.0,0.28109658
810.0,810.0,0.4995631
811.0,811.0,0.010873589
812.0,812.0,0.26947284
813.0,813.0,0.62111187
814.0,814.0,0.13800691
815.0,815.0,0.53984004
816.0,816.0,0.12522596
817.0,817.0,0.01279663
818.0,818.0,0.4587404
819.0,819.0,0.4208471
820.0,820.0,0.42605963
821.0,821.0,0.16892724
822.0,822.0,0.042443607
823.0,823.0,0.48483822
824.0,824.0,0.38452712
825.0,825.0,0.010094813
826.0,826.0,0.106477015
827.0,827.0,0.56459963
828.0,828.0,0.32628182
829.0,829.0,0.6897552
830.0,830.0,0.2041972
831.0,831.0,0.14798085
832.0,832.0,0.04202958
833.0,833.0,0.04376788
834.0,834.0,0.59053755
835.0,835.0,0.44246554
836.0,836.0,0.48583335
837.0,837.0,0.13811135
838.0,838.0,0.050188787
839.0,839.0,0.47534236
840.0,840.0,0.15952903
841.0,841.0,0.004601273
842.0,842.0,0.06948494
843.0,843.0,0.35485423
844.0,844.0,0.20587766
845.0,845.0,0.07726488
846.0,846.0,0.13833289
847.0,847.0,0.5549151
848.0,848.0,0.16865419
849.0,849.0,0.08634011
850.0,850.0,0.09729143
851.0,851.0,0.4705967
852.0,852.0,0.19127531
853.0,853.0,0.34077945
854.0,854.0,0.029115818
855.0,855.0,0.14772278
856.0,856.0,0.45579183
857.0,857.0,0.4168388
858.0,858.0,0.03938844
859.0,859.0,0.22258662
860.0,860.0,0.05960452
861.0,861.0,0.51036215
862.0,862.0,0.51398915
863.0,863.0,0.18108472
864.0,864.0,0.5477011
865.0,865.0,0.596749
866.0,866.0,0.4436686
867.0,867.0,0.59487855
868.0,868.0,0.3469251
869.0,869.0,0.006489371
870.0,870.0,0.29388338
871.0,871.0,0.049800105
872.0,872.0,0.020649765
873.0,873.0,0.5091353
874.0,874.0,0.39811447
875.0,875.0,0.16284595
876.0,876.0,0.41874686
877.0,877.0,0.21822795
878.0,878.0,0.5157186
879.0,879.0,0.25617895
880.0,880.0,0.66418415
881.0,881.0,0.0065404237
882.0,882.0,0.18609531
883.0,883.0,0.6073745
884.0,884.0,0.6016725
885.0,885.0,0.25983456
886.0,886.0,0.18872802
887.0,887.0,0.34529647
888.0,888.0,0.52764344
889.0,889.0,0.70142627
890.0,890.0,0.07558663
891.0,891.0,0.1501803
892.0,892.0,0.555415
893.0,893.0,0.0043389504
894.0,894.0,0.19894467
895.0,895.0,0.4834696
896.0,896.0,0.5931893
897.0,897.0,0.11029622
898.0,898.0,0.031374477
899.0,899.0,0.15660098
900.0,900.0,0.49330944
901.0,901.0,0.0080096815
902.0,902.0,0.20783977
903.0,903.0,0.4119613
904.0,904.0,0.007735048
905.0,905.0,0.5585791
906.0,906.0,0.021461666
907.0,907.0,0.3896813
908.0,908.0,0.05042869
909.0,909.0,0.018187482
910.0,910.0,0.53243595
911.0,911.0,0.3567212
912.0,912.0,0.67007506
913.0,913.0,0.4724391
914.0,914.0,0.038157117
915.0,915.0,0.44452125
916.0,916.0,0.6264269
917.0,917.0,0.01489632
918.0,918.0,0.5390048
919.0,919.0,0.0120385885
920.0,920.0,0.5369499
921.0,921.0,0.104184486
922.0,922.0,0.044456728
923.0,923.0,0.48821017
924.0,924.0,0.28151336
925.0,925.0,0.112272754
926.0,926.0,0.5692525
927.0,927.0,0.2167534
928.0,928.0,0.09508584
929.0,929.0,0.010948092
930.0,930.0,0.44126785
931.0,931.0,0.27409708
932.0,932.0,0.0890067
933.0,933.0,0.4361235
934.0,934.0,0.51343185
935.0,935.0,0.0025213065
936.0,936.0,0.493193
937.0,937.0,0.48114234
938.0,938.0,0.06599613
939.0,939.0,0.4480703
940.0,940.0,0.11972176
941.0,941.0,0.30309412
942.0,942.0,0.009662886
943.0,943.0,0.5094442
944.0,944.0,0.3018988
945.0,945.0,0.08237761
946.0,946.0,0.4736489
947.0,947.0,0.07050849
948.0,948.0,0.58569056
949.0,949.0,0.57340956
950.0,950.0,0.1918334
951.0,951.0,0.45034587
952.0,952.0,0.3891788
953.0,953.0,0.08662882
954.0,954.0,0.122127324
955.0,955.0,0.0375155
956.0,956.0,0.41914856
957.0,957.0,0.030109746
958.0,958.0,0.096392326
959.0,959.0,0.30376068
960.0,960.0,0.15912591
961.0,961.0,0.018996516
962.0,962.0,0.20045884
963.0,963.0,0.06305817
964.0,964.0,0.3691796
965.0,965.0,0.37119547
966.0,966.0,0.24205367
967.0,967.0,0.26994514
968.0,968.0,0.16813043
969.0,969.0,0.48754922
970.0,970.0,0.4778554
971.0,971.0,0.55329615
972.0,972.0,0.19562474
973.0,973.0,0.5610052
974.0,974.0,0.28793645
975.0,975.0,0.31673798
976.0,976.0,0.42444348
977.0,977.0,0.18913709
978.0,978.0,0.5836826
979.0,979.0,0.12920246
980.0,980.0,0.36721006
981.0,981.0,0.045516547
982.0,982.0,0.37607837
983.0,983.0,0.15064116
984.0,984.0,0.46604696
985.0,985.0,0.0097566
986.0,986.0,0.52417004
987.0,987.0,0.5803884
988.0,988.0,0.50850415
989.0,989.0,0.11380562
990.0,990.0,0.119388625
991.0,991.0,0.06965121
992.0,992.0,0.590225
993.0,993.0,0.09149984
994.0,994.0,0.47503763
995.0,995.0,0.057166982
996.0,996.0,0.5491413
997.0,997.0,0.5367054
