Predictor variable,Categorical,Sample average
X2013_1_EVI_drystd,false,391.4808554394087
X2013_1_NDVI_drystd,false,663.4335297496722
X2013_1_NDVI_perc65,false,5808.383992687282
bio_02,false,14.220235600971819
bio_06,false,8.266274102303404
bio_13,false,50.21627408993576
bio_17,false,33.938972162740896
bio_19,false,66.73661670235546
tree_cover_maximums,false,28.92841827397173
tree_cover_means,false,20.45227091164354
