Predictor variable,Categorical,Sample average
X2013_1_EVI_drystd,false,395.8828840847955
X2013_1_NDVI_drystd,false,661.068184740283
X2013_1_NDVI_perc65,false,5828.601176161837
bio_02,false,14.183725955399508
bio_06,false,8.297109216252219
bio_13,false,51.03319057815846
bio_17,false,35.226980728051394
bio_19,false,68.79978586723769
tree_cover_maximums,false,29.22867327749857
tree_cover_means,false,20.734699319146685
