x,y,species median
2075.0,2075.0,0.4110982
2076.0,2076.0,0.59628713
2077.0,2077.0,0.4023473
2078.0,2078.0,0.5144149
2079.0,2079.0,0.46471125
2080.0,2080.0,0.24418518
2081.0,2081.0,0.4144464
2082.0,2082.0,0.5905846
2083.0,2083.0,0.5882984
2084.0,2084.0,0.5563517
2085.0,2085.0,0.30674753
2086.0,2086.0,0.19061846
2087.0,2087.0,0.083737366
2088.0,2088.0,0.017827403
2089.0,2089.0,0.16617887
2090.0,2090.0,0.14341542
2091.0,2091.0,0.44962057
2092.0,2092.0,0.42883068
2093.0,2093.0,0.17794673
2094.0,2094.0,0.30022222
2095.0,2095.0,0.28013068
2096.0,2096.0,0.0051090373
2097.0,2097.0,0.16549781
2098.0,2098.0,0.4220861
2099.0,2099.0,0.2069563
2100.0,2100.0,0.52361405
2101.0,2101.0,0.24833664
2102.0,2102.0,0.24748059
2103.0,2103.0,0.25538298
2104.0,2104.0,0.29670683
2105.0,2105.0,0.37355593
2106.0,2106.0,0.18184803
2107.0,2107.0,0.64605504
2108.0,2108.0,0.5051784
2109.0,2109.0,0.16964976
2110.0,2110.0,0.5223636
2111.0,2111.0,0.3511012
2112.0,2112.0,0.29212284
2113.0,2113.0,0.58956254
2114.0,2114.0,0.50799876
2115.0,2115.0,0.0041419957
2116.0,2116.0,0.18272129
2117.0,2117.0,0.49280018
2118.0,2118.0,0.042005707
2119.0,2119.0,0.46900353
2120.0,2120.0,0.0074256156
2121.0,2121.0,0.02605135
2122.0,2122.0,0.06783243
2123.0,2123.0,0.031629734
2124.0,2124.0,0.09457765
2125.0,2125.0,0.18565938
2126.0,2126.0,0.33649313
2127.0,2127.0,0.085674785
2128.0,2128.0,0.21192189
2129.0,2129.0,0.22195897
2130.0,2130.0,0.39284924
2131.0,2131.0,0.41183352
2132.0,2132.0,0.04902409
2133.0,2133.0,0.5881439
2134.0,2134.0,0.54036754
2135.0,2135.0,0.030024735
2136.0,2136.0,0.4739827
2137.0,2137.0,0.45022935
2138.0,2138.0,0.40948546
2139.0,2139.0,0.274156
2140.0,2140.0,0.12408724
2141.0,2141.0,0.6160747
2142.0,2142.0,0.58820325
2143.0,2143.0,0.5931748
2144.0,2144.0,0.14416668
2145.0,2145.0,0.45569098
2146.0,2146.0,0.4835561
2147.0,2147.0,0.21015577
2148.0,2148.0,0.52472204
2149.0,2149.0,0.5881372
2150.0,2150.0,0.38574755
2151.0,2151.0,0.33745772
2152.0,2152.0,0.12416188
2153.0,2153.0,0.18604657
2154.0,2154.0,0.05371854
2155.0,2155.0,0.47337243
2156.0,2156.0,0.27205804
2157.0,2157.0,0.06563645
2158.0,2158.0,0.5200714
2159.0,2159.0,0.38233218
2160.0,2160.0,0.52016366
2161.0,2161.0,0.39817685
2162.0,2162.0,0.015818946
2163.0,2163.0,0.2559417
2164.0,2164.0,0.64084345
2165.0,2165.0,0.5574016
2166.0,2166.0,0.080023445
2167.0,2167.0,0.0015985551
2168.0,2168.0,0.19313005
2169.0,2169.0,0.24116415
2170.0,2170.0,0.0035897577
2171.0,2171.0,0.41363072
2172.0,2172.0,0.007826689
2173.0,2173.0,0.022892592
2174.0,2174.0,0.37345448
2175.0,2175.0,0.53249294
2176.0,2176.0,0.5895927
2177.0,2177.0,0.52518445
2178.0,2178.0,0.69298744
2179.0,2179.0,0.6458714
2180.0,2180.0,0.5660972
2181.0,2181.0,0.10800628
2182.0,2182.0,0.00542745
2183.0,2183.0,0.013287806
2184.0,2184.0,0.007867508
2185.0,2185.0,0.239648
2186.0,2186.0,0.04515865
2187.0,2187.0,0.35407698
2188.0,2188.0,0.64303064
2189.0,2189.0,0.00652776
2190.0,2190.0,0.16996473
2191.0,2191.0,0.032863617
2192.0,2192.0,0.20199056
2193.0,2193.0,0.40661445
2194.0,2194.0,0.19287829
2195.0,2195.0,0.009179323
2196.0,2196.0,0.17726175
2197.0,2197.0,0.5733285
2198.0,2198.0,0.12857546
2199.0,2199.0,0.1580033
2200.0,2200.0,0.20448786
2201.0,2201.0,0.3109542
2202.0,2202.0,0.15475081
2203.0,2203.0,0.15024327
2204.0,2204.0,0.520303
2205.0,2205.0,0.20732978
2206.0,2206.0,0.511653
2207.0,2207.0,0.55481136
2208.0,2208.0,0.12612437
2209.0,2209.0,0.0063367444
2210.0,2210.0,0.016332503
2211.0,2211.0,0.45552322
2212.0,2212.0,0.44662035
2213.0,2213.0,0.051951
2214.0,2214.0,0.15089516
2215.0,2215.0,0.013326952
2216.0,2216.0,0.10984804
2217.0,2217.0,0.08581632
2218.0,2218.0,0.14656977
2219.0,2219.0,0.3937871
2220.0,2220.0,0.37838042
2221.0,2221.0,0.4639112
2222.0,2222.0,0.29551634
2223.0,2223.0,0.06556677
2224.0,2224.0,0.3012853
2225.0,2225.0,0.56560504
2226.0,2226.0,0.0106351115
2227.0,2227.0,0.05980831
2228.0,2228.0,0.44715708
2229.0,2229.0,0.53704554
2230.0,2230.0,0.18782726
2231.0,2231.0,0.31112143
2232.0,2232.0,0.32553035
2233.0,2233.0,0.595721
2234.0,2234.0,0.124587215
2235.0,2235.0,0.061605982
2236.0,2236.0,0.15470967
2237.0,2237.0,0.034843534
2238.0,2238.0,0.5890414
2239.0,2239.0,0.026686868
2240.0,2240.0,0.25883538
2241.0,2241.0,0.43701214
2242.0,2242.0,0.5422641
2243.0,2243.0,0.40763295
2244.0,2244.0,0.13514599
2245.0,2245.0,0.3434199
2246.0,2246.0,0.22021332
2247.0,2247.0,0.46490785
2248.0,2248.0,0.24172583
2249.0,2249.0,0.003001378
2250.0,2250.0,0.5452316
2251.0,2251.0,0.48301384
2252.0,2252.0,0.38593498
2253.0,2253.0,0.54569787
2254.0,2254.0,0.07099494
2255.0,2255.0,0.5117258
2256.0,2256.0,0.015080581
2257.0,2257.0,0.5983086
2258.0,2258.0,0.5610315
2259.0,2259.0,0.35293773
2260.0,2260.0,0.07501125
2261.0,2261.0,0.27629727
2262.0,2262.0,0.52845144
2263.0,2263.0,0.1442487
2264.0,2264.0,0.43592975
2265.0,2265.0,0.38238546
2266.0,2266.0,0.12019124
2267.0,2267.0,0.55114895
2268.0,2268.0,0.50842863
2269.0,2269.0,0.26074246
2270.0,2270.0,0.18003991
2271.0,2271.0,0.55833006
2272.0,2272.0,0.07603649
2273.0,2273.0,0.24902642
2274.0,2274.0,0.28769815
2275.0,2275.0,0.08070319
2276.0,2276.0,0.49081892
2277.0,2277.0,0.3562876
2278.0,2278.0,0.13094737
2279.0,2279.0,0.37160477
2280.0,2280.0,0.15200587
2281.0,2281.0,0.26933917
2282.0,2282.0,0.12681186
2283.0,2283.0,0.14250596
2284.0,2284.0,0.45596266
2285.0,2285.0,0.009169709
2286.0,2286.0,0.019431159
2287.0,2287.0,0.2289488
2288.0,2288.0,0.005654093
2289.0,2289.0,0.6983138
2290.0,2290.0,0.23433958
2291.0,2291.0,0.062740564
2292.0,2292.0,0.51465946
2293.0,2293.0,0.62166876
2294.0,2294.0,0.43531033
2295.0,2295.0,0.26198867
2296.0,2296.0,0.17811795
2297.0,2297.0,0.40387288
2298.0,2298.0,0.52020544
2299.0,2299.0,0.6698886
2300.0,2300.0,0.07359027
2301.0,2301.0,0.2618175
2302.0,2302.0,0.4090589
2303.0,2303.0,0.14015397
2304.0,2304.0,0.35729435
2305.0,2305.0,0.024502805
2306.0,2306.0,0.027857343
2307.0,2307.0,0.36807784
2308.0,2308.0,0.32344702
2309.0,2309.0,0.45002738
2310.0,2310.0,0.0132642705
2311.0,2311.0,0.3387601
2312.0,2312.0,0.08513204
2313.0,2313.0,0.2639634
2314.0,2314.0,0.10306201
2315.0,2315.0,0.3471809
2316.0,2316.0,0.012453101
2317.0,2317.0,0.40271476
2318.0,2318.0,0.09180024
2319.0,2319.0,0.30239418
2320.0,2320.0,0.034558803
2321.0,2321.0,0.5565124
2322.0,2322.0,0.06671231
2323.0,2323.0,0.5421027
2324.0,2324.0,0.033925902
2325.0,2325.0,0.02340808
2326.0,2326.0,0.041175608
2327.0,2327.0,0.48151958
2328.0,2328.0,0.26368573
2329.0,2329.0,0.09054718
2330.0,2330.0,0.006076349
2331.0,2331.0,0.18997921
2332.0,2332.0,0.50623375
2333.0,2333.0,0.019918041
2334.0,2334.0,0.3787704
2335.0,2335.0,0.4458512
2336.0,2336.0,0.13474317
2337.0,2337.0,0.19387034
2338.0,2338.0,0.16046132
2339.0,2339.0,0.46074024
2340.0,2340.0,0.49136317
2341.0,2341.0,0.51710755
2342.0,2342.0,0.33153918
2343.0,2343.0,0.38793162
2344.0,2344.0,0.57915497
2345.0,2345.0,0.02386894
2346.0,2346.0,0.28364953
2347.0,2347.0,0.17315175
2348.0,2348.0,0.31634575
2349.0,2349.0,0.50535285
2350.0,2350.0,0.38109142
2351.0,2351.0,0.52231437
2352.0,2352.0,0.47404104
2353.0,2353.0,0.027483389
2354.0,2354.0,0.07326251
2355.0,2355.0,0.4914005
2356.0,2356.0,0.42956245
2357.0,2357.0,0.56333846
2358.0,2358.0,0.4261352
2359.0,2359.0,0.21280587
2360.0,2360.0,0.0030926024
2361.0,2361.0,0.5054943
2362.0,2362.0,0.6152186
2363.0,2363.0,0.23438405
2364.0,2364.0,0.5234949
2365.0,2365.0,0.19183128
2366.0,2366.0,0.072595276
2367.0,2367.0,0.011970045
2368.0,2368.0,0.49269977
2369.0,2369.0,0.2831249
2370.0,2370.0,0.41745627
2371.0,2371.0,0.08785582
2372.0,2372.0,0.093232624
2373.0,2373.0,0.5943603
2374.0,2374.0,0.31827444
2375.0,2375.0,0.026079653
2376.0,2376.0,0.3382904
2377.0,2377.0,0.3248219
2378.0,2378.0,0.17650545
2379.0,2379.0,0.49455974
2380.0,2380.0,0.012385337
2381.0,2381.0,0.0010963879
2382.0,2382.0,0.32735494
2383.0,2383.0,0.59390384
2384.0,2384.0,0.4422967
2385.0,2385.0,0.1025106
2386.0,2386.0,0.48340952
2387.0,2387.0,0.52249396
2388.0,2388.0,0.15601234
2389.0,2389.0,0.3320711
2390.0,2390.0,0.52150476
2391.0,2391.0,0.17453289
2392.0,2392.0,0.25016153
2393.0,2393.0,0.4290611
2394.0,2394.0,0.35264152
2395.0,2395.0,0.43844938
2396.0,2396.0,0.08138432
2397.0,2397.0,0.55811286
2398.0,2398.0,0.009391677
2399.0,2399.0,0.02927045
2400.0,2400.0,0.27227283
2401.0,2401.0,0.051929373
2402.0,2402.0,0.5669174
2403.0,2403.0,0.13396646
2404.0,2404.0,0.51849
2405.0,2405.0,0.3811713
2406.0,2406.0,0.44410145
2407.0,2407.0,0.32094324
2408.0,2408.0,0.16593067
2409.0,2409.0,0.49482325
2410.0,2410.0,0.36557758
2411.0,2411.0,0.41239777
2412.0,2412.0,0.5102897
2413.0,2413.0,0.36433113
2414.0,2414.0,0.21313632
2415.0,2415.0,0.52441317
2416.0,2416.0,0.32253912
2417.0,2417.0,0.5488684
2418.0,2418.0,0.45179033
2419.0,2419.0,0.05236069
2420.0,2420.0,0.16355157
2421.0,2421.0,0.29305357
2422.0,2422.0,0.010961233
2423.0,2423.0,0.26386827
2424.0,2424.0,0.12460188
2425.0,2425.0,0.5359678
2426.0,2426.0,0.18366607
2427.0,2427.0,0.09975841
2428.0,2428.0,0.025101487
2429.0,2429.0,0.10533318
2430.0,2430.0,0.40288737
2431.0,2431.0,0.06689473
2432.0,2432.0,0.18437296
2433.0,2433.0,0.29794386
2434.0,2434.0,0.0065543195
2435.0,2435.0,0.14665954
2436.0,2436.0,0.17337717
2437.0,2437.0,0.36090377
2438.0,2438.0,0.23069681
2439.0,2439.0,0.07487417
2440.0,2440.0,0.05138476
2441.0,2441.0,0.417253
2442.0,2442.0,0.046975825
2443.0,2443.0,0.13833152
2444.0,2444.0,0.047572833
2445.0,2445.0,0.1532927
2446.0,2446.0,0.58349955
2447.0,2447.0,0.39793897
2448.0,2448.0,0.010099385
2449.0,2449.0,0.36763677
2450.0,2450.0,0.668657
2451.0,2451.0,0.0063386364
2452.0,2452.0,0.06542521
2453.0,2453.0,0.3815133
2454.0,2454.0,0.32637286
2455.0,2455.0,0.31757915
2456.0,2456.0,0.4470015
2457.0,2457.0,0.23956846
2458.0,2458.0,0.10461251
2459.0,2459.0,0.14132382
2460.0,2460.0,0.21525006
2461.0,2461.0,0.6247641
2462.0,2462.0,0.0053455383
2463.0,2463.0,0.5834805
2464.0,2464.0,0.0085574845
2465.0,2465.0,0.22907053
2466.0,2466.0,0.017906712
2467.0,2467.0,0.3197729
2468.0,2468.0,0.10428575
2469.0,2469.0,0.5843074
2470.0,2470.0,0.35502636
2471.0,2471.0,0.021758988
2472.0,2472.0,0.40228745
2473.0,2473.0,0.29253733
2474.0,2474.0,0.38781127
2475.0,2475.0,0.0070064645
2476.0,2476.0,0.32873556
2477.0,2477.0,0.33483365
2478.0,2478.0,0.13837631
2479.0,2479.0,0.42704147
2480.0,2480.0,0.37864798
2481.0,2481.0,0.46552274
2482.0,2482.0,0.43983626
2483.0,2483.0,0.023877032
2484.0,2484.0,0.33108613
2485.0,2485.0,0.1358403
2486.0,2486.0,0.020114582
2487.0,2487.0,0.6020381
2488.0,2488.0,0.58870006
2489.0,2489.0,0.1421177
2490.0,2490.0,0.3286801
2491.0,2491.0,0.34073693
2492.0,2492.0,0.09278237
2493.0,2493.0,0.3914707
2494.0,2494.0,0.58867705
2495.0,2495.0,0.12536472
2496.0,2496.0,0.014497687
2497.0,2497.0,0.5778745
2498.0,2498.0,0.30435154
2499.0,2499.0,0.55803543
2500.0,2500.0,0.31304434
2501.0,2501.0,0.46470886
2502.0,2502.0,0.024503091
2503.0,2503.0,0.5456302
2504.0,2504.0,0.3998762
2505.0,2505.0,0.04539901
2506.0,2506.0,0.33256793
2507.0,2507.0,0.09716579
2508.0,2508.0,0.18854272
2509.0,2509.0,0.037000157
2510.0,2510.0,0.015448184
2511.0,2511.0,0.048947394
2512.0,2512.0,0.0014152377
2513.0,2513.0,0.039778553
2514.0,2514.0,0.46857762
2515.0,2515.0,0.1342129
2516.0,2516.0,0.005610604
2517.0,2517.0,0.18935251
2518.0,2518.0,0.4155857
2519.0,2519.0,0.14981934
2520.0,2520.0,0.17112148
2521.0,2521.0,0.6111846
2522.0,2522.0,0.026116747
2523.0,2523.0,0.028341005
2524.0,2524.0,0.62718236
2525.0,2525.0,0.25938097
2526.0,2526.0,0.16290845
2527.0,2527.0,0.16776982
2528.0,2528.0,0.5521822
2529.0,2529.0,0.4024573
2530.0,2530.0,0.43861854
2531.0,2531.0,0.026537936
2532.0,2532.0,0.45738795
2533.0,2533.0,0.045633785
2534.0,2534.0,0.6144082
2535.0,2535.0,0.49067014
2536.0,2536.0,0.29477865
2537.0,2537.0,0.53956026
2538.0,2538.0,0.032393325
2539.0,2539.0,0.20289452
2540.0,2540.0,0.42669782
2541.0,2541.0,0.15037519
2542.0,2542.0,0.70660186
2543.0,2543.0,0.49273932
2544.0,2544.0,0.1506095
2545.0,2545.0,0.48255226
2546.0,2546.0,0.5831874
2547.0,2547.0,0.3532201
2548.0,2548.0,0.58891916
2549.0,2549.0,0.14336543
2550.0,2550.0,0.5656091
2551.0,2551.0,0.4867248
2552.0,2552.0,0.506248
2553.0,2553.0,0.52194035
2554.0,2554.0,0.011476245
2555.0,2555.0,0.05115161
2556.0,2556.0,0.25185177
2557.0,2557.0,0.40923497
2558.0,2558.0,0.03967274
2559.0,2559.0,0.006797849
2560.0,2560.0,0.4149561
2561.0,2561.0,0.3045457
2562.0,2562.0,0.005401793
2563.0,2563.0,0.19467105
2564.0,2564.0,0.5443645
2565.0,2565.0,0.18692786
2566.0,2566.0,0.268003
2567.0,2567.0,0.1891505
2568.0,2568.0,0.2956808
2569.0,2569.0,0.0968905
2570.0,2570.0,0.46967566
2571.0,2571.0,0.1753373
2572.0,2572.0,0.33797574
2573.0,2573.0,0.5177529
2574.0,2574.0,0.13558966
2575.0,2575.0,0.36934835
2576.0,2576.0,0.27486032
2577.0,2577.0,0.4376877
2578.0,2578.0,0.5380774
2579.0,2579.0,0.20464425
2580.0,2580.0,0.5683661
2581.0,2581.0,0.20917529
2582.0,2582.0,0.1644172
2583.0,2583.0,0.41427705
2584.0,2584.0,0.5536771
2585.0,2585.0,0.63076437
2586.0,2586.0,0.015240235
2587.0,2587.0,0.44499305
2588.0,2588.0,0.5737408
2589.0,2589.0,0.35697326
2590.0,2590.0,0.12693879
2591.0,2591.0,0.0183093
2592.0,2592.0,0.5483738
2593.0,2593.0,0.22988081
2594.0,2594.0,0.09374593
2595.0,2595.0,0.20530011
2596.0,2596.0,0.5446559
2597.0,2597.0,0.10605591
2598.0,2598.0,0.17531046
2599.0,2599.0,0.16728528
2600.0,2600.0,0.15030943
2601.0,2601.0,0.12300049
2602.0,2602.0,0.52947456
2603.0,2603.0,0.09709276
2604.0,2604.0,0.566085
2605.0,2605.0,0.5378087
2606.0,2606.0,0.009753141
2607.0,2607.0,0.011734664
2608.0,2608.0,0.20042792
2609.0,2609.0,0.13792227
2610.0,2610.0,0.08916223
2611.0,2611.0,0.23152192
2612.0,2612.0,0.5225553
2613.0,2613.0,0.07390996
2614.0,2614.0,0.2925853
2615.0,2615.0,0.0207325
2616.0,2616.0,0.021334447
2617.0,2617.0,0.10592324
2618.0,2618.0,0.4416479
2619.0,2619.0,0.54485434
2620.0,2620.0,0.55768317
2621.0,2621.0,0.58632684
2622.0,2622.0,0.5344316
2623.0,2623.0,0.5414525
2624.0,2624.0,0.44717348
2625.0,2625.0,0.09324224
2626.0,2626.0,0.09135164
2627.0,2627.0,0.042680055
2628.0,2628.0,0.3745588
2629.0,2629.0,0.14491965
2630.0,2630.0,0.13438591
2631.0,2631.0,0.010734905
2632.0,2632.0,0.31823954
2633.0,2633.0,0.011572506
2634.0,2634.0,0.16852468
2635.0,2635.0,0.40678915
2636.0,2636.0,0.40667078
2637.0,2637.0,0.47105607
2638.0,2638.0,0.52482206
2639.0,2639.0,0.037200227
2640.0,2640.0,0.07679967
2641.0,2641.0,0.61696804
2642.0,2642.0,0.1439005
2643.0,2643.0,0.30733234
2644.0,2644.0,0.34894326
2645.0,2645.0,0.27948123
2646.0,2646.0,0.56033295
2647.0,2647.0,0.31220874
2648.0,2648.0,0.3709064
2649.0,2649.0,0.5539353
2650.0,2650.0,0.17367989
2651.0,2651.0,0.5168081
2652.0,2652.0,0.279848
2653.0,2653.0,0.10949825
2654.0,2654.0,0.69675
2655.0,2655.0,0.07473106
2656.0,2656.0,0.53585726
2657.0,2657.0,0.19208643
2658.0,2658.0,0.3912015
2659.0,2659.0,0.20060258
2660.0,2660.0,0.4827424
2661.0,2661.0,0.33120072
2662.0,2662.0,0.34266067
2663.0,2663.0,0.16414766
2664.0,2664.0,0.04339027
2665.0,2665.0,0.45795268
2666.0,2666.0,0.008987429
2667.0,2667.0,0.07761929
2668.0,2668.0,0.105218
2669.0,2669.0,0.063760124
2670.0,2670.0,0.38666114
2671.0,2671.0,0.58357644
2672.0,2672.0,0.015649475
2673.0,2673.0,0.14757924
2674.0,2674.0,0.5383339
2675.0,2675.0,0.098805666
2676.0,2676.0,0.38974664
2677.0,2677.0,0.60574764
2678.0,2678.0,0.13560449
2679.0,2679.0,0.32683745
2680.0,2680.0,0.28808397
2681.0,2681.0,0.27928978
2682.0,2682.0,0.65184873
2683.0,2683.0,0.13536867
2684.0,2684.0,0.36875442
2685.0,2685.0,0.31822443
2686.0,2686.0,0.22593437
2687.0,2687.0,0.45297703
2688.0,2688.0,0.004878751
2689.0,2689.0,0.5644011
2690.0,2690.0,0.07807177
2691.0,2691.0,0.30296692
2692.0,2692.0,0.27226454
2693.0,2693.0,0.46987402
2694.0,2694.0,0.4346935
2695.0,2695.0,0.48626935
2696.0,2696.0,0.40866867
2697.0,2697.0,0.45887518
2698.0,2698.0,0.27944887
2699.0,2699.0,0.16775487
2700.0,2700.0,0.30388203
2701.0,2701.0,0.46623784
2702.0,2702.0,0.13217768
2703.0,2703.0,0.6953128
2704.0,2704.0,0.4845154
2705.0,2705.0,0.35054862
2706.0,2706.0,0.010928341
2707.0,2707.0,0.04108861
2708.0,2708.0,0.09595581
2709.0,2709.0,0.038182307
2710.0,2710.0,0.66630703
2711.0,2711.0,0.3314955
2712.0,2712.0,0.40287328
2713.0,2713.0,0.58056813
2714.0,2714.0,0.120307446
2715.0,2715.0,0.032650597
2716.0,2716.0,0.0793721
2717.0,2717.0,0.17392759
2718.0,2718.0,0.01891493
2719.0,2719.0,0.09477669
2720.0,2720.0,0.039266434
2721.0,2721.0,0.00810849
2722.0,2722.0,0.004654548
2723.0,2723.0,0.6955805
2724.0,2724.0,0.10111828
2725.0,2725.0,0.010303867
2726.0,2726.0,0.038635135
2727.0,2727.0,0.19451664
2728.0,2728.0,0.42194068
2729.0,2729.0,0.26693043
2730.0,2730.0,0.0152015565
2731.0,2731.0,0.12705263
2732.0,2732.0,0.13076404
2733.0,2733.0,0.0053280513
2734.0,2734.0,0.2623085
2735.0,2735.0,0.49593896
2736.0,2736.0,0.092481874
2737.0,2737.0,0.40309665
2738.0,2738.0,0.31896642
2739.0,2739.0,0.18194228
2740.0,2740.0,0.5786052
2741.0,2741.0,0.084573746
2742.0,2742.0,0.6957094
2743.0,2743.0,0.2666954
2744.0,2744.0,0.53539646
2745.0,2745.0,0.40541077
2746.0,2746.0,0.07174821
2747.0,2747.0,0.10911103
2748.0,2748.0,0.31383348
2749.0,2749.0,0.006992678
2750.0,2750.0,0.7413959
2751.0,2751.0,0.17055088
2752.0,2752.0,0.23920849
2753.0,2753.0,0.4134448
2754.0,2754.0,0.6761683
2755.0,2755.0,0.3882067
2756.0,2756.0,0.08263755
2757.0,2757.0,0.39250994
2758.0,2758.0,0.2560217
2759.0,2759.0,0.14711
2760.0,2760.0,0.52731186
2761.0,2761.0,0.6114397
2762.0,2762.0,0.14795709
2763.0,2763.0,0.24174874
2764.0,2764.0,0.14641994
2765.0,2765.0,0.63097787
2766.0,2766.0,0.2694473
2767.0,2767.0,0.19152956
2768.0,2768.0,0.39952484
2769.0,2769.0,0.27191213
2770.0,2770.0,0.077882305
2771.0,2771.0,0.25320628
2772.0,2772.0,0.09289023
2773.0,2773.0,0.28462714
2774.0,2774.0,0.5183285
2775.0,2775.0,0.16707747
2776.0,2776.0,0.16605523
2777.0,2777.0,0.34769955
2778.0,2778.0,0.58413553
2779.0,2779.0,0.39723814
2780.0,2780.0,0.6046894
2781.0,2781.0,0.11784363
2782.0,2782.0,0.3082849
2783.0,2783.0,0.015391886
2784.0,2784.0,0.068836614
2785.0,2785.0,0.23760955
2786.0,2786.0,0.6202679
2787.0,2787.0,0.46416044
2788.0,2788.0,0.4148656
2789.0,2789.0,0.096639164
2790.0,2790.0,0.5372019
2791.0,2791.0,0.017234972
2792.0,2792.0,0.01979464
2793.0,2793.0,0.3311028
2794.0,2794.0,0.03954282
2795.0,2795.0,0.6356368
2796.0,2796.0,0.25475276
2797.0,2797.0,0.014208475
2798.0,2798.0,0.19455816
2799.0,2799.0,0.5565972
2800.0,2800.0,0.008442792
2801.0,2801.0,0.46487308
2802.0,2802.0,0.40232143
2803.0,2803.0,0.015542145
2804.0,2804.0,0.13841522
2805.0,2805.0,0.64184624
2806.0,2806.0,0.38177788
2807.0,2807.0,0.029664911
2808.0,2808.0,0.16037782
2809.0,2809.0,0.010022495
2810.0,2810.0,0.22438888
2811.0,2811.0,0.024356116
2812.0,2812.0,0.040148303
2813.0,2813.0,0.49731445
2814.0,2814.0,0.6744322
2815.0,2815.0,0.0061154403
2816.0,2816.0,0.33994067
2817.0,2817.0,0.013795364
2818.0,2818.0,0.0011872365
2819.0,2819.0,0.12784058
2820.0,2820.0,0.5577951
2821.0,2821.0,0.35811028
2822.0,2822.0,0.108047284
2823.0,2823.0,0.0115951225
2824.0,2824.0,0.44360214
2825.0,2825.0,0.12480408
2826.0,2826.0,0.17190196
2827.0,2827.0,0.39446133
2828.0,2828.0,0.03332116
2829.0,2829.0,0.54882056
2830.0,2830.0,0.3507086
2831.0,2831.0,0.45038432
2832.0,2832.0,0.5041682
2833.0,2833.0,0.24566457
2834.0,2834.0,0.12750484
2835.0,2835.0,0.118717924
2836.0,2836.0,0.009786433
2837.0,2837.0,0.045901995
2838.0,2838.0,0.1868009
2839.0,2839.0,0.09047703
2840.0,2840.0,0.07289695
2841.0,2841.0,0.014402962
2842.0,2842.0,0.03779558
2843.0,2843.0,0.10195758
2844.0,2844.0,0.22815093
2845.0,2845.0,0.0846589
2846.0,2846.0,0.0976424
2847.0,2847.0,0.389926
2848.0,2848.0,0.19588602
2849.0,2849.0,0.60696584
2850.0,2850.0,0.011450961
2851.0,2851.0,0.5832525
2852.0,2852.0,0.33584896
2853.0,2853.0,0.53272337
2854.0,2854.0,0.006240198
2855.0,2855.0,0.07163055
2856.0,2856.0,0.62825835
2857.0,2857.0,0.01966175
2858.0,2858.0,0.44610566
2859.0,2859.0,0.20304048
2860.0,2860.0,0.02505548
2861.0,2861.0,0.005194608
2862.0,2862.0,0.094432086
2863.0,2863.0,0.035602886
2864.0,2864.0,0.3163068
2865.0,2865.0,0.39999297
2866.0,2866.0,0.49901554
2867.0,2867.0,0.27657914
2868.0,2868.0,0.013559522
2869.0,2869.0,0.3590666
2870.0,2870.0,0.01579079
2871.0,2871.0,0.2733223
2872.0,2872.0,0.18776737
2873.0,2873.0,0.081520684
2874.0,2874.0,0.34898096
2875.0,2875.0,0.11835772
2876.0,2876.0,0.47917575
2877.0,2877.0,0.032236785
2878.0,2878.0,0.5369144
2879.0,2879.0,0.490184
2880.0,2880.0,0.10638257
2881.0,2881.0,0.11573376
2882.0,2882.0,0.24138808
2883.0,2883.0,0.137763
2884.0,2884.0,0.18154383
2885.0,2885.0,0.022045242
2886.0,2886.0,0.5205643
2887.0,2887.0,0.38252527
2888.0,2888.0,0.047256753
2889.0,2889.0,0.14439766
2890.0,2890.0,0.34534085
2891.0,2891.0,0.132731
2892.0,2892.0,0.074643545
2893.0,2893.0,0.38420853
2894.0,2894.0,0.3672089
2895.0,2895.0,0.48923165
2896.0,2896.0,0.1056193
2897.0,2897.0,0.0048379214
2898.0,2898.0,0.49512523
2899.0,2899.0,0.010229933
2900.0,2900.0,0.1399487
2901.0,2901.0,0.0028545328
2902.0,2902.0,0.6859114
2903.0,2903.0,0.009780453
2904.0,2904.0,0.38931626
2905.0,2905.0,0.0159618
2906.0,2906.0,0.22309412
2907.0,2907.0,0.011316244
2908.0,2908.0,0.16575259
2909.0,2909.0,0.19782001
2910.0,2910.0,0.45541734
2911.0,2911.0,0.012502999
2912.0,2912.0,0.2647371
2913.0,2913.0,0.004151843
2914.0,2914.0,0.43197936
2915.0,2915.0,0.2723501
2916.0,2916.0,0.35686433
2917.0,2917.0,0.0062513426
2918.0,2918.0,0.27105793
2919.0,2919.0,0.30709305
2920.0,2920.0,0.044115454
2921.0,2921.0,0.470849
2922.0,2922.0,0.1821795
2923.0,2923.0,0.13196945
2924.0,2924.0,0.5726987
2925.0,2925.0,0.350901
2926.0,2926.0,0.19294706
2927.0,2927.0,0.22015297
2928.0,2928.0,0.5544996
2929.0,2929.0,0.5974995
2930.0,2930.0,0.1148358
2931.0,2931.0,0.3680979
2932.0,2932.0,0.42565995
2933.0,2933.0,0.45144626
2934.0,2934.0,0.17883363
2935.0,2935.0,0.07907241
2936.0,2936.0,0.5707836
2937.0,2937.0,0.19675829
2938.0,2938.0,0.41810194
2939.0,2939.0,0.63338715
2940.0,2940.0,0.54603785
2941.0,2941.0,0.5622757
2942.0,2942.0,0.22540118
2943.0,2943.0,0.30858052
2944.0,2944.0,0.5284206
2945.0,2945.0,0.0066498592
2946.0,2946.0,0.44050205
2947.0,2947.0,0.5297199
2948.0,2948.0,0.4480267
