variable,x,y
bio_02,4.9100001335144,0.5818383097648621
bio_02,4.9433601348876905,0.5818383097648621
bio_02,4.976720136260982,0.5818383097648621
bio_02,5.010080137634273,0.5818383097648621
bio_02,5.043440139007564,0.5818383097648621
bio_02,5.076800140380855,0.5818383097648621
bio_02,5.110160141754147,0.5818383097648621
bio_02,5.1435201431274375,0.5818383097648621
bio_02,5.176880144500728,0.5818383097648621
bio_02,5.21024014587402,0.5818383097648621
bio_02,5.243600147247311,0.5818383097648621
bio_02,5.276960148620602,0.5818383097648621
bio_02,5.310320149993893,0.5818383097648621
bio_02,5.3436801513671845,0.5818383097648621
bio_02,5.377040152740475,0.5818383097648621
bio_02,5.410400154113766,0.5818383097648621
bio_02,5.443760155487058,0.5818383097648621
bio_02,5.477120156860349,0.5818383097648621
bio_02,5.51048015823364,0.5818383097648621
bio_02,5.5438401596069316,0.5818383097648621
bio_02,5.577200160980222,0.5818383097648621
bio_02,5.610560162353513,0.5818383097648621
bio_02,5.643920163726804,0.5818383097648621
bio_02,5.677280165100096,0.5818383097648621
bio_02,5.710640166473387,0.5818383097648621
bio_02,5.744000167846678,0.5818383097648621
bio_02,5.777360169219969,0.5818383097648621
bio_02,5.81072017059326,0.5818383097648621
bio_02,5.844080171966551,0.5818383097648621
bio_02,5.877440173339842,0.5818383097648621
bio_02,5.910800174713133,0.5818383097648621
bio_02,5.944160176086425,0.5818383097648621
bio_02,5.9775201774597155,0.5818383097648621
bio_02,6.010880178833007,0.5818383097648621
bio_02,6.044240180206298,0.5818383097648621
bio_02,6.077600181579589,0.5818383097648621
bio_02,6.11096018295288,0.5818383097648621
bio_02,6.144320184326171,0.5818383097648621
bio_02,6.1776801856994625,0.5818383097648621
bio_02,6.211040187072753,0.5818383097648621
bio_02,6.244400188446045,0.5818383097648621
bio_02,6.277760189819336,0.5818383097648621
bio_02,6.311120191192627,0.5817227959632874
bio_02,6.344480192565918,0.5813751816749573
bio_02,6.377840193939209,0.5810261964797974
bio_02,6.4112001953125,0.5806758403778076
bio_02,6.444560196685791,0.5803239941596985
bio_02,6.477920198059083,0.5799707174301147
bio_02,6.511280199432374,0.5796160697937012
bio_02,6.544640200805665,0.5792599320411682
bio_02,6.578000202178956,0.5789024233818054
bio_02,6.611360203552247,0.578543484210968
bio_02,6.644720204925538,0.578183114528656
bio_02,6.678080206298829,0.5778213143348694
bio_02,6.711440207672121,0.5774580240249634
bio_02,6.744800209045412,0.5770934224128723
bio_02,6.778160210418703,0.5767273306846619
bio_02,6.8115202117919935,0.5763598084449768
bio_02,6.844880213165285,0.5759908556938171
bio_02,6.878240214538576,0.5756204724311829
bio_02,6.911600215911867,0.575248658657074
bio_02,6.944960217285159,0.5748754143714905
bio_02,6.97832021865845,0.5745007395744324
bio_02,7.0116802200317405,0.5741246342658997
bio_02,7.045040221405031,0.5737470984458923
bio_02,7.078400222778323,0.5733681321144104
bio_02,7.111760224151614,0.5729877352714539
bio_02,7.145120225524906,0.5726059079170227
bio_02,7.178480226898197,0.5722226500511169
bio_02,7.2118402282714875,0.5718379616737366
bio_02,7.245200229644778,0.5714518427848816
bio_02,7.278560231018069,0.5710642337799072
bio_02,7.311920232391361,0.570675253868103
bio_02,7.345280233764652,0.5702847838401794
bio_02,7.378640235137943,0.5698928833007812
bio_02,7.4120002365112345,0.5694996118545532
bio_02,7.445360237884525,0.5691048502922058
bio_02,7.478720239257816,0.568708598613739
bio_02,7.512080240631107,0.5683109760284424
bio_02,7.545440242004399,0.5679119229316711
bio_02,7.578800243377691,0.5675113797187805
bio_02,7.612160244750981,0.5671094655990601
bio_02,7.645520246124272,0.5667060613632202
bio_02,7.678880247497563,0.5663012266159058
bio_02,7.712240248870854,0.5658949613571167
bio_02,7.745600250244145,0.5654872059822083
bio_02,7.778960251617437,0.56507807970047
bio_02,7.812320252990728,0.5646674633026123
bio_02,7.8456802543640185,0.56425541639328
bio_02,7.87904025573731,0.5638419389724731
bio_02,7.912400257110601,0.5634269714355469
bio_02,7.945760258483892,0.5630106329917908
bio_02,7.979120259857183,0.5625928044319153
bio_02,8.012480261230474,0.5621735453605652
bio_02,8.045840262603765,0.5617527961730957
bio_02,8.079200263977057,0.5613306760787964
bio_02,8.112560265350348,0.5609070658683777
bio_02,8.145920266723639,0.5604820251464844
bio_02,8.17928026809693,0.5600555539131165
bio_02,8.21264026947022,0.5596275925636292
bio_02,8.246000270843512,0.5591982007026672
bio_02,8.279360272216802,0.5587673783302307
bio_02,8.312720273590095,0.5583351254463196
bio_02,8.346080274963386,0.5579013824462891
bio_02,8.379440276336677,0.5574662089347839
bio_02,8.412800277709968,0.5570296049118042
bio_02,8.446160279083259,0.5565915703773499
bio_02,8.47952028045655,0.5932847857475281
bio_02,8.51288028182984,0.5928536653518677
bio_02,8.546240283203133,0.5924211740493774
bio_02,8.579600284576424,0.591987133026123
bio_02,8.612960285949715,0.591551661491394
bio_02,8.646320287323006,0.5911146998405457
bio_02,8.679680288696296,0.5906762480735779
bio_02,8.713040290069587,0.5902363061904907
bio_02,8.746400291442878,0.589794933795929
bio_02,8.77976029281617,0.5893520712852478
bio_02,8.813120294189462,0.5889077186584473
bio_02,8.846480295562753,0.5884618759155273
bio_02,8.879840296936043,0.5880146026611328
bio_02,8.913200298309334,0.5875657796859741
bio_02,8.946560299682627,0.5871155261993408
bio_02,8.979920301055916,0.5866637825965881
bio_02,9.013280302429209,0.5862105488777161
