variable,x,y
tree_cover_means,-7.992083333333331,0.10177448391914368
tree_cover_means,-7.8002733333333305,0.10177448391914368
tree_cover_means,-7.608463333333331,0.10177448391914368
tree_cover_means,-7.416653333333331,0.10177448391914368
tree_cover_means,-7.224843333333331,0.10177448391914368
tree_cover_means,-7.033033333333331,0.10177448391914368
tree_cover_means,-6.841223333333331,0.10177448391914368
tree_cover_means,-6.649413333333332,0.10177448391914368
tree_cover_means,-6.457603333333331,0.10177448391914368
tree_cover_means,-6.265793333333331,0.10177448391914368
tree_cover_means,-6.073983333333332,0.10177448391914368
tree_cover_means,-5.882173333333332,0.10177448391914368
tree_cover_means,-5.690363333333332,0.10177448391914368
tree_cover_means,-5.498553333333332,0.10177448391914368
tree_cover_means,-5.306743333333332,0.10177448391914368
tree_cover_means,-5.114933333333332,0.10177448391914368
tree_cover_means,-4.923123333333332,0.10177448391914368
tree_cover_means,-4.731313333333333,0.10177448391914368
tree_cover_means,-4.539503333333332,0.10177448391914368
tree_cover_means,-4.347693333333332,0.10177448391914368
tree_cover_means,-4.155883333333332,0.10177448391914368
tree_cover_means,-3.9640733333333324,0.10177448391914368
tree_cover_means,-3.772263333333333,0.10177448391914368
tree_cover_means,-3.580453333333333,0.10177448391914368
tree_cover_means,-3.3886433333333326,0.10177448391914368
tree_cover_means,-3.1968333333333323,0.10177448391914368
tree_cover_means,-3.005023333333333,0.10177448391914368
tree_cover_means,-2.8132133333333327,0.10177448391914368
tree_cover_means,-2.6214033333333333,0.10177448391914368
tree_cover_means,-2.429593333333333,0.10177448391914368
tree_cover_means,-2.2377833333333337,0.10177448391914368
tree_cover_means,-2.0459733333333325,0.10177448391914368
tree_cover_means,-1.8541633333333332,0.10177448391914368
tree_cover_means,-1.6623533333333338,0.10177448391914368
tree_cover_means,-1.4705433333333335,0.10177448391914368
tree_cover_means,-1.2787333333333342,0.10177448391914368
tree_cover_means,-1.086923333333334,0.10177448391914368
tree_cover_means,-0.8951133333333345,0.10177448391914368
tree_cover_means,-0.7033033333333334,0.10177448391914368
tree_cover_means,-0.511493333333334,0.10177448391914368
tree_cover_means,-0.31968333333333376,0.10177448391914368
tree_cover_means,-0.1278733333333344,0.10177448391914368
tree_cover_means,0.06393666666666586,0.10362503677606583
tree_cover_means,0.2557466666666661,0.10935603082180023
tree_cover_means,0.4475566666666646,0.2418050765991211
tree_cover_means,0.6393666666666666,0.35405951738357544
tree_cover_means,0.8311766666666651,0.367953360080719
tree_cover_means,1.0229866666666654,0.38206928968429565
tree_cover_means,1.2147966666666656,0.39638641476631165
tree_cover_means,1.4066066666666641,0.4095747470855713
tree_cover_means,1.5984166666666662,0.4136216342449188
tree_cover_means,1.7902266666666646,0.4176795184612274
tree_cover_means,1.982036666666665,0.4217478930950165
tree_cover_means,2.1738466666666634,0.42582619190216064
tree_cover_means,2.3656566666666654,0.4388512969017029
tree_cover_means,2.5574666666666657,0.44296690821647644
tree_cover_means,2.749276666666664,0.44708964228630066
tree_cover_means,2.9410866666666644,0.45121899247169495
tree_cover_means,3.1328966666666647,0.45535436272621155
tree_cover_means,3.324706666666665,0.4594951570034027
tree_cover_means,3.5165166666666634,0.46364089846611023
tree_cover_means,3.7083266666666637,0.4677909314632416
tree_cover_means,3.9001366666666657,0.4719447195529938
tree_cover_means,4.091946666666664,0.47610169649124146
