x,y,raw,cumulative,logistic
2262.0,2262.0,3.72175E-6,0.175293967,0.026265592
2263.0,2263.0,3.20023E-4,92.334281732,0.698743062
2264.0,2264.0,1.31633E-4,41.221117693,0.488237441
2265.0,2265.0,1.43863E-4,47.381692671,0.510445524
2266.0,2266.0,1.65365E-4,57.275441093,0.545147
2267.0,2267.0,1.65482E-4,57.341616641,0.545322336
2268.0,2268.0,9.28631E-5,21.834463795,0.402286546
2269.0,2269.0,2.55991E-4,84.226083235,0.649779418
2270.0,2270.0,6.67809E-5,12.357109944,0.326148875
2271.0,2271.0,2.50913E-4,82.984035872,0.645205868
2272.0,2272.0,1.05305E-6,0.026647865,0.007574391
2273.0,2273.0,3.3159E-4,93.148474601,0.706164414
2274.0,2274.0,1.18404E-5,0.776073129,0.079033475
2275.0,2275.0,8.01256E-5,16.49526967,0.367378967
2276.0,2276.0,1.00415E-4,25.236553418,0.421220413
2277.0,2277.0,1.7999E-4,63.386714185,0.566068912
2278.0,2278.0,5.33615E-7,0.002903861,0.003852577
2279.0,2279.0,2.39809E-5,2.945999169,0.148070601
2280.0,2280.0,3.40675E-4,93.619065662,0.711741567
2281.0,2281.0,9.70912E-5,23.704635972,0.413037623
2282.0,2282.0,7.72451E-5,15.588588716,0.358911905
2283.0,2283.0,2.63039E-5,3.502982532,0.160117168
2284.0,2284.0,8.01515E-5,16.503284825,0.36745426
2285.0,2285.0,4.79722E-5,7.759870387,0.257988183
2286.0,2286.0,1.46825E-5,1.136103917,0.0961794
2287.0,2287.0,1.63112E-4,56.323068282,0.54174304
2288.0,2288.0,1.12433E-4,31.213337852,0.448998345
2289.0,2289.0,2.30564E-5,2.729851698,0.143179478
2290.0,2290.0,1.25656E-6,0.040744281,0.009024942
2291.0,2291.0,1.9274E-5,1.889937548,0.122570056
2292.0,2292.0,2.36564E-5,2.884066248,0.146360319
2293.0,2293.0,2.31474E-6,0.096118008,0.016499693
2294.0,2294.0,1.68878E-4,58.847673847,0.550354332
2295.0,2295.0,2.10766E-4,73.448461796,0.604362514
2296.0,2296.0,7.17951E-5,13.915156606,0.342256146
2297.0,2297.0,1.28079E-4,39.350392868,0.481402567
2298.0,2298.0,1.34522E-4,42.526302979,0.493663491
2299.0,2299.0,1.60512E-4,55.077281433,0.53775221
2300.0,2300.0,1.6103E-6,0.061673071,0.011536292
2301.0,2301.0,2.07182E-6,0.088790895,0.014793785
2302.0,2302.0,1.71786E-5,1.529236718,0.110720137
2303.0,2303.0,1.344E-4,42.459072198,0.493438128
2304.0,2304.0,2.58764E-6,0.112827208,0.018409121
2305.0,2305.0,2.38817E-4,80.439556442,0.633816795
2306.0,2306.0,8.82661E-5,19.8054146,0.390141698
2307.0,2307.0,8.82394E-5,19.787763225,0.390069633
2308.0,2308.0,6.131E-7,0.004914793,0.004423898
2309.0,2309.0,1.05798E-4,27.897288856,0.434003182
2310.0,2310.0,1.31066E-4,40.879591248,0.487159656
2311.0,2311.0,1.49581E-5,1.167240406,0.097808139
2312.0,2312.0,3.05529E-4,91.24273111,0.688898074
2313.0,2313.0,3.64089E-5,5.477099598,0.208785974
2314.0,2314.0,7.61151E-5,15.289535545,0.355528174
2315.0,2315.0,8.49189E-6,0.464850225,0.057978226
2316.0,2316.0,2.99927E-5,4.224801422,0.178562164
2317.0,2317.0,6.59024E-5,12.064922525,0.32324516
2318.0,2318.0,5.45514E-6,0.287841351,0.038033407
2319.0,2319.0,1.08144E-4,29.13849088,0.439396563
2320.0,2320.0,3.94547E-5,6.140129806,0.222367977
2321.0,2321.0,2.96721E-5,4.159130795,0.1769916
2322.0,2322.0,1.95043E-5,1.938407047,0.123852835
2323.0,2323.0,2.11307E-5,2.325982563,0.132809375
2324.0,2324.0,1.27891E-5,0.881957171,0.084828429
2325.0,2325.0,1.44432E-5,1.102583817,0.094760533
2326.0,2326.0,5.17989E-5,8.646967423,0.272950394
2327.0,2327.0,2.91331E-5,4.088496226,0.174336907
2328.0,2328.0,9.29408E-7,0.019837826,0.006690985
2329.0,2329.0,1.68771E-5,1.474738941,0.108988281
2330.0,2330.0,8.66903E-5,19.06176659,0.385864074
2331.0,2331.0,1.482E-4,49.529552934,0.517865139
2332.0,2332.0,3.1317E-5,4.509664789,0.184987791
2333.0,2333.0,9.03088E-5,20.69872339,0.395598768
2334.0,2334.0,3.26682E-4,92.819452489,0.703060237
2335.0,2335.0,2.3654E-4,79.8214045,0.631590072
2336.0,2336.0,1.96353E-4,69.259728285,0.587306522
2337.0,2337.0,5.36971E-5,9.062857039,0.280150806
2338.0,2338.0,7.04157E-5,13.439055721,0.33790227
2339.0,2339.0,2.00281E-4,70.547267508,0.592099384
2340.0,2340.0,1.12875E-5,0.726224537,0.075621473
2341.0,2341.0,1.80962E-4,63.946352001,0.567391527
2342.0,2342.0,2.78626E-4,88.051504665,0.668807811
2343.0,2343.0,2.77903E-5,3.852697274,0.167648566
2344.0,2344.0,1.73486E-4,60.527309618,0.557006787
2345.0,2345.0,5.45562E-6,0.288386914,0.038036654
2346.0,2346.0,2.55765E-6,0.110252191,0.01819966
2347.0,2347.0,1.64166E-6,0.063950058,0.011758368
2348.0,2348.0,1.18931E-4,34.724063016,0.462936146
2349.0,2349.0,2.828E-5,3.953594496,0.17010012
2350.0,2350.0,5.18425E-5,8.672880933,0.273117553
2351.0,2351.0,5.05132E-5,8.349943966,0.267991281
2352.0,2352.0,1.91815E-5,1.872627157,0.12205334
2353.0,2353.0,2.69104E-4,86.326151313,0.661060515
2354.0,2354.0,2.18489E-5,2.470042548,0.136705944
2355.0,2355.0,2.04287E-4,71.478589706,0.59687309
2356.0,2356.0,3.30163E-5,4.859664444,0.193087376
2357.0,2357.0,1.10542E-4,30.2320748,0.444805847
2358.0,2358.0,6.70585E-5,12.464162684,0.327061209
2359.0,2359.0,4.10545E-5,6.434908152,0.229316958
2360.0,2360.0,1.7183E-5,1.530955014,0.110744863
2361.0,2361.0,1.6482E-4,57.0442546,0.544327917
2362.0,2362.0,8.99119E-5,20.518555466,0.394546104
2363.0,2363.0,1.04043E-4,26.931999178,0.429897352
2364.0,2364.0,1.67323E-4,58.07397753,0.548064016
2365.0,2365.0,3.64151E-5,5.480741105,0.208813849
2366.0,2366.0,3.65916E-6,0.171603163,0.025835294
2367.0,2367.0,1.13358E-4,31.766685297,0.451027003
2368.0,2368.0,2.63553E-6,0.116221673,0.018743496
2369.0,2369.0,8.92272E-6,0.495250725,0.060741018
2370.0,2370.0,2.31784E-5,2.757599189,0.143828206
2371.0,2371.0,9.72844E-5,23.821274428,0.413519605
2372.0,2372.0,1.19165E-5,0.79032715,0.07950065
2373.0,2373.0,9.08396E-6,0.504261183,0.061770838
2374.0,2374.0,7.87626E-5,16.018478718,0.363400545
2375.0,2375.0,1.47791E-4,49.322414962,0.517174408
2376.0,2376.0,3.45603E-5,5.129534435,0.200308328
2377.0,2377.0,4.4142E-5,7.039707452,0.242382582
2378.0,2378.0,5.25571E-6,0.272307348,0.036693991
2379.0,2379.0,7.75404E-5,15.642762013,0.35979057
2380.0,2380.0,2.21538E-4,76.017901004,0.616216714
2381.0,2381.0,2.04512E-5,2.174246131,0.129089691
2382.0,2382.0,2.60489E-4,84.872213395,0.653732949
2383.0,2383.0,6.01215E-5,10.479009588,0.303495942
2384.0,2384.0,1.28385E-4,39.517091043,0.48199783
2385.0,2385.0,5.99994E-5,10.442960295,0.303066209
2386.0,2386.0,1.67144E-4,58.007070416,0.547798843
2387.0,2387.0,5.25541E-5,8.845186926,0.275832503
2388.0,2388.0,2.31638E-5,2.752963938,0.143750536
2389.0,2389.0,1.98656E-4,70.168239291,0.590129766
2390.0,2390.0,1.11297E-6,0.031311028,0.008001926
2391.0,2391.0,1.01066E-5,0.596677417,0.068250227
2392.0,2392.0,1.05234E-4,27.570123895,0.432689921
2393.0,2393.0,2.45669E-6,0.10472525,0.017493868
2394.0,2394.0,1.77884E-4,62.670747337,0.563174709
2395.0,2395.0,8.89925E-5,20.088982587,0.392093584
2396.0,2396.0,1.00697E-4,25.377325753,0.42190485
2397.0,2397.0,4.33265E-5,6.895175402,0.238974738
2398.0,2398.0,1.32244E-5,0.936525639,0.087463414
2399.0,2399.0,2.59084E-6,0.113086292,0.018431489
2400.0,2400.0,1.58183E-5,1.296186045,0.102854026
2401.0,2401.0,9.63245E-5,23.375990672,0.411116887
2402.0,2402.0,1.4796E-5,1.147911536,0.096850723
2403.0,2403.0,1.00832E-4,25.437798122,0.422232048
2404.0,2404.0,1.53345E-5,1.233990136,0.100022884
2405.0,2405.0,3.00603E-6,0.133143212,0.021322209
2406.0,2406.0,1.22033E-4,36.086381831,0.469343412
2407.0,2407.0,1.01795E-4,25.923833379,0.424552624
2408.0,2408.0,8.08921E-5,16.793246224,0.369594426
2409.0,2409.0,2.03956E-5,2.161990656,0.128784185
2410.0,2410.0,1.16366E-5,0.754932139,0.077778914
2411.0,2411.0,2.24392E-4,76.597771661,0.619239423
2412.0,2412.0,6.79236E-7,0.007508343,0.004898772
2413.0,2413.0,2.43744E-4,81.549027953,0.638543369
2414.0,2414.0,1.50436E-6,0.055414416,0.010785564
2415.0,2415.0,1.73292E-5,1.560277843,0.111582371
2416.0,2416.0,6.06365E-6,0.326418132,0.04209739
2417.0,2417.0,1.37092E-5,1.00392861,0.090379557
2418.0,2418.0,2.10002E-5,2.300699691,0.132097194
2419.0,2419.0,1.33978E-4,42.244375392,0.492651324
2420.0,2420.0,1.71994E-6,0.069326987,0.012312109
2421.0,2421.0,3.95343E-7,0.001059365,0.002857139
2422.0,2422.0,1.20332E-6,0.036540674,0.008645863
2423.0,2423.0,1.20587E-4,35.395056343,0.466374611
2424.0,2424.0,5.16782E-5,8.60557287,0.272487785
2425.0,2425.0,1.07401E-4,28.696777818,0.437699855
2426.0,2426.0,1.38778E-5,1.021847036,0.091389495
2427.0,2427.0,1.36778E-4,43.680281881,0.497821356
2428.0,2428.0,8.66678E-5,19.027095087,0.385802583
2429.0,2429.0,9.14565E-6,0.508824595,0.062164238
2430.0,2430.0,1.10697E-6,0.030866586,0.007959151
2431.0,2431.0,3.773E-5,5.762015765,0.214734676
2432.0,2432.0,6.10039E-5,10.7093301,0.306584638
2433.0,2433.0,2.77628E-5,3.844364171,0.167510501
2434.0,2434.0,2.1365E-4,74.21200145,0.607607639
2435.0,2435.0,5.18878E-5,8.688443856,0.273290953
2436.0,2436.0,1.62096E-6,0.062481863,0.01161176
2437.0,2437.0,7.63769E-6,0.425364026,0.052452082
2438.0,2438.0,1.57791E-4,53.741147972,0.533499988
2439.0,2439.0,1.11736E-5,0.714995822,0.074915757
2440.0,2440.0,1.0591E-4,27.950223668,0.434261407
2441.0,2441.0,4.80818E-7,0.002086568,0.003472718
2442.0,2442.0,1.528E-4,51.505143152,0.52549209
2443.0,2443.0,4.05626E-5,6.336933701,0.2271936
2444.0,2444.0,6.93267E-5,13.131780661,0.334424052
2445.0,2445.0,3.54972E-6,0.166193212,0.025081985
2446.0,2446.0,1.88916E-5,1.819306752,0.120430849
2447.0,2447.0,1.44841E-4,47.771344556,0.512138579
2448.0,2448.0,1.48072E-6,0.05407296,0.010617862
2449.0,2449.0,1.19529E-4,34.914840308,0.464183699
2450.0,2450.0,5.21089E-5,8.74047186,0.274136138
2451.0,2451.0,1.78313E-5,1.646446456,0.114445447
2452.0,2452.0,1.70851E-5,1.5103836,0.110183916
2453.0,2453.0,3.07714E-5,4.391740702,0.182352745
2454.0,2454.0,4.0744E-6,0.197082065,0.028682993
2455.0,2455.0,1.74099E-4,60.735849866,0.557876684
2456.0,2456.0,2.00817E-6,0.084710244,0.014345819
2457.0,2457.0,2.19855E-5,2.50076008,0.137443
2458.0,2458.0,3.3233E-6,0.152465596,0.023519719
2459.0,2459.0,3.6476E-5,5.502608356,0.209090279
2460.0,2460.0,2.83179E-5,3.956426286,0.170289226
2461.0,2461.0,4.92001E-5,8.056118162,0.262856041
2462.0,2462.0,9.38997E-5,22.347970464,0.404958596
2463.0,2463.0,6.82524E-5,12.849711826,0.330956811
2464.0,2464.0,2.46614E-5,3.101957896,0.151635115
2465.0,2465.0,1.24465E-5,0.839051983,0.082744089
2466.0,2466.0,1.58656E-5,1.302526479,0.103129977
2467.0,2467.0,2.85684E-5,3.999080373,0.171537341
2468.0,2468.0,1.45788E-4,48.163417088,0.513767031
2469.0,2469.0,1.07105E-4,28.589482362,0.43702107
2470.0,2470.0,9.44494E-5,22.555293387,0.406365979
2471.0,2471.0,2.2271E-5,2.575972545,0.138980123
2472.0,2472.0,7.53361E-5,15.054629855,0.353174591
2473.0,2473.0,9.87829E-5,24.380242471,0.417231659
2474.0,2474.0,6.79744E-5,12.795201956,0.330053783
2475.0,2475.0,8.11879E-5,16.914798101,0.3704453
2476.0,2476.0,1.06594E-4,28.300868461,0.435844974
2477.0,2477.0,3.68664E-5,5.586936612,0.210856056
2478.0,2478.0,6.56928E-6,0.359263543,0.045448185
2479.0,2479.0,1.58282E-4,54.009838111,0.534273221
2480.0,2480.0,9.77237E-5,23.987059317,0.414612814
2481.0,2481.0,1.60627E-4,55.125464293,0.537930739
2482.0,2482.0,3.87371E-5,5.97980069,0.219210005
2483.0,2483.0,1.14939E-4,32.702252654,0.454458376
2484.0,2484.0,2.81914E-5,3.933822446,0.169657495
2485.0,2485.0,6.93785E-6,0.379508383,0.047876017
2486.0,2486.0,2.13445E-4,74.126553111,0.607378935
2487.0,2487.0,9.29836E-7,0.019930809,0.006694046
2488.0,2488.0,4.68005E-5,7.490025901,0.2532829
